id,text,predicted_class,predicted_confidence
334427,Phase 2 of the successful LDSC Crisis response plan for Lebanon. Continuation of the distribution of core relief items and new cash for work component for early recovery.,Full,0.68853974
334582,"Protection and solutions for people affected by the Ukraine situationthrough multi-sector assistance, including cash assistance",Partial,0.11920991
334784,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelope 1 - Comprehensive Winter Support: Cash Assistance and Sanitation Network Rehabilitation
Project Start Date: 2024-12-16 - Project End Date: 2025-05-15
Project Code: CBPF-TUR-24-R-INGO-34252
Emergency Type: Conflict - Violence/clashes",Full,0.92389834
334785,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelope 1 - Comprehensive Winter Support: Cash Assistance and Sanitation Network Rehabilitation
Project Start Date: 2024-12-16 - Project End Date: 2025-05-15
Project Code: CBPF-TUR-24-R-INGO-34252
Emergency Type: Conflict - Violence/clashes",Full,0.92389834
334787,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelope 1 - Comprehensive Winter Support: Cash Assistance and Sanitation Network Rehabilitation
Project Start Date: 2024-12-16 - Project End Date: 2025-05-15
Project Code: CBPF-TUR-24-R-INGO-34252
Emergency Type: Conflict - Violence/clashes",Full,0.92389834
334873,"Allocation Type: Rapid Response - CERF Rapid Response: Guinea Nov 2024 (Floods)
Assistance d'urgence par transferts monétaires aux victimes des inondations en Guinée.
Project Start Date: 2024-12-23 - Project End Date: 2025-06-22
Project Code: CERF-GIN-24-RR-WFP-34365
Emergency Type: Climate / natural disaster - Flood",Full,0.9584726
334875,"Allocation Type: Rapid Response - CERF Rapid Response: Guinea Nov 2024 (Floods)
Assistance d'urgence par transferts monétaires aux victimes des inondations en Guinée.
Project Start Date: 2024-12-23 - Project End Date: 2025-06-22
Project Code: CERF-GIN-24-RR-WFP-34365
Emergency Type: Climate / natural disaster - Flood",Full,0.9584726
334999,"Allocation Type: Underfunded Emergencies - CERF Underfunded Emergencies: Malawi 2024 (Drought)
Restore and improve food production and agricultural livelihoods of El Niño-impacted households through cash and voucher assistance and climate smart agriculture in Dowa, Chikwawa and Nsanje districts
Project Start Date: 2024-12-26 - Project End Date: 2025-12-25
Project Code: CERF-MWI-24-UF-FAO-33774
Emergency Type: Climate / natural disaster - Drought",Full,0.9222791
335029,"In support of UNHCR's project """"""""Essential humanitarian assistance, including protection, shelter and housing, and winter cash support for IDPs, returnees and other war-affected populations in Ukraine""""""""",Partial,0.29081103
335030,"In support of UNHCR's project """"""""Essential humanitarian assistance, including protection, shelter and housing, and winter cash support for IDPs, returnees and other war-affected populations in Ukraine""""""""",Partial,0.29081103
335054,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelope 2 - Provision of Transitional Multi-purpose Cash Assistance to Most Heightened Risk Populations to Sustain their Resiliency
Project Start Date: 2025-01-01 - Project End Date: 2025-07-31
Project Code: CBPF-TUR-24-R-INGO-34340
Emergency Type: Conflict - Violence/clashes",Full,0.9664137
335056,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelope 2 - Provision of Transitional Multi-purpose Cash Assistance to Most Heightened Risk Populations to Sustain their Resiliency
Project Start Date: 2025-01-01 - Project End Date: 2025-07-31
Project Code: CBPF-TUR-24-R-INGO-34340
Emergency Type: Conflict - Violence/clashes",Full,0.9664137
335103,"Essential humanitarian assistance, including protection, shelter and housing, NFIs and cash assistance for IDPs, returnees and other war-affected populations in Ukraine",Partial,0.015610898
335436,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelope 2 - Provision of four rounds of MPC to the most vulnerable conflict-affected displaced, residents and returnee households enabling them to meet their priority needs
Project Start Date: 2025-01-01 - Project End Date: 2025-07-31
Project Code: CBPF-TUR-24-R-INGO-34266
Emergency Type: Conflict - Violence/clashes",Full,0.94272953
335438,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelope 2 - Provision of four rounds of MPC to the most vulnerable conflict-affected displaced, residents and returnee households enabling them to meet their priority needs
Project Start Date: 2025-01-01 - Project End Date: 2025-07-31
Project Code: CBPF-TUR-24-R-INGO-34266
Emergency Type: Conflict - Violence/clashes",Full,0.94272953
335439,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelop 2-  Support for Vulnerable Communities through the Provision of Tailored MPC Assistance (Transitional Aproach)
Project Start Date: 2025-01-01 - Project End Date: 2025-07-31
Project Code: CBPF-TUR-24-R-NGO-34316
Emergency Type: Conflict - Displacement",Full,0.9536881
335441,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelop 2-  Support for Vulnerable Communities through the Provision of Tailored MPC Assistance (Transitional Aproach)
Project Start Date: 2025-01-01 - Project End Date: 2025-07-31
Project Code: CBPF-TUR-24-R-NGO-34316
Emergency Type: Conflict - Displacement",Full,0.9536881
335442,"Allocation Type: Reserve - 2024 First Reserve Allocation
Maintaining continuous access to essential and life-saving health services  while strengthening the resilience of vulnerable populations through integrated regular MPC assistance in NWS (Envelope 2)
Project Start Date: 2025-01-01 - Project End Date: 2025-12-31
Project Code: CBPF-TUR-24-R-NGO-34323
Emergency Type: Conflict - Displacement",Full,0.93600124
335444,"Allocation Type: Reserve - 2024 First Reserve Allocation
Maintaining continuous access to essential and life-saving health services  while strengthening the resilience of vulnerable populations through integrated regular MPC assistance in NWS (Envelope 2)
Project Start Date: 2025-01-01 - Project End Date: 2025-12-31
Project Code: CBPF-TUR-24-R-NGO-34323
Emergency Type: Conflict - Displacement",Full,0.93600124
335445,"Allocation Type: Reserve - 2024 First Reserve Allocation
Maintaining continuous access to essential and life-saving health services  while strengthening the resilience of vulnerable populations through integrated regular MPC assistance in NWS (Envelope 2)
Project Start Date: 2025-01-01 - Project End Date: 2025-12-31
Project Code: CBPF-TUR-24-R-NGO-34323
Emergency Type: Conflict - Displacement",Full,0.93600124
335446,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelope 2-Winter Lifeline: Saving Lives and Building Resilience through Multi-Purpose Cash Assistance in Northwest Syria
Project Start Date: 2025-01-01 - Project End Date: 2025-07-31
Project Code: CBPF-TUR-24-R-NGO-34329
Emergency Type: Conflict - Displacement",Full,0.95989865
335448,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelope 2-Winter Lifeline: Saving Lives and Building Resilience through Multi-Purpose Cash Assistance in Northwest Syria
Project Start Date: 2025-01-01 - Project End Date: 2025-07-31
Project Code: CBPF-TUR-24-R-NGO-34329
Emergency Type: Conflict - Displacement",Full,0.95989865
335586,"Allocation Type: Rapid Response - CERF Rapid Response: Egypt 2024 (Sudanese refugees)
One-off winter cash assistance for newly arrived vulnerable Sundanese refugees
Project Start Date: 2025-01-06 - Project End Date: 2025-07-05
Project Code: CERF-EGY-24-RR-HCR-34594
Emergency Type: Conflict - Refugees",Full,0.96147114
335589,"Allocation Type: Rapid Response - CERF Rapid Response: Egypt 2024 (Sudanese refugees)
WFP Emergency Unconditional Cash Assistance for Sudanese Crisis-Affected Population
Project Start Date: 2025-01-06 - Project End Date: 2025-07-05
Project Code: CERF-EGY-24-RR-WFP-34589
Emergency Type: Conflict - Refugees",Full,0.967401
335619,"Emergency food assistance, cash and social protection system strengthening in Moldova",Partial,0.06387052
335659,"Essential humanitarian assistance: protection, shelter and housing, winter cash support for IDPS, returnees and WA population.",Partial,0.024705172
335799,"Wash, Shelter, Cash	Assistance in response to floods",Partial,0.021987122
335803,"SHELTER, WASH, HEALTH, CASH	Assistance in response to floods",Partial,0.021313675
335804,"SHELTER, WASH, HEALTH, PROTECTION, CASH	Assistance in response to floods",Partial,0.019995103
335805,"WASH, HEALTH, PROTECTION, CASH	Assistance in response to complex emergency",Partial,0.019199701
335806,"SHELTER, WASH, PROTECTION, CASH	Assistance in response to population movement",Partial,0.02384456
335807,"SHELTER, WASH, HEALTH, PROTECTION, CASH	Assistance in response to Tropical Storm Kristine (Trami)",Partial,0.02183554
335808,"SHELTER, WASH, HEALTH, PROTECTION, CASH	Assistance in response to floods",Partial,0.019995103
335809,"WASH, HEALTH, PROTECTION, CASH	Assistance in response to floods",Partial,0.018684054
335811,"WASH, HEALTH, PROTECTION, CASH	Assistance in response to floods (TS Sara and Rafael)",Partial,0.02677875
335814,"PROTECTIION, CASH	Assistance in response to floods",Full,0.81932956
335816,"SHELTER, WASH, HEALTH, PROTECTION, CASH	Assistance in response to floods",Partial,0.019995103
335818,"WASH, HEALTH, PROTECTION, SHELTER, CASH	Assistance in response to floods (Thunderstorms)",Partial,0.02177826
335820,"Wash, Health, Protection, Shelter, Cash	Assistance in response to Cyclone Fengal",Partial,0.019137396
335827,Food Security Safety Network - Social Protection Support to the Social Fund for Development (SFD),Full,0.777418
336116,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelop 3: Protection, cash and NFI support to people on the move in North-West Syria
Project Start Date: 2025-01-06 - Project End Date: 2026-01-05
Project Code: CBPF-TUR-24-R-UN-34268
Emergency Type: Conflict - Displacement",Full,0.9475717
336118,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelop 3: Protection, cash and NFI support to people on the move in North-West Syria
Project Start Date: 2025-01-06 - Project End Date: 2026-01-05
Project Code: CBPF-TUR-24-R-UN-34268
Emergency Type: Conflict - Displacement",Full,0.9475717
336119,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelop 3: Protection, cash and NFI support to people on the move in North-West Syria
Project Start Date: 2025-01-06 - Project End Date: 2026-01-05
Project Code: CBPF-TUR-24-R-UN-34268
Emergency Type: Conflict - Displacement",Full,0.9475717
336121,"Allocation Type: Reserve - 2024 First Reserve Allocation
Envelop 3: Protection, cash and NFI support to people on the move in North-West Syria
Project Start Date: 2025-01-06 - Project End Date: 2026-01-05
Project Code: CBPF-TUR-24-R-UN-34268
Emergency Type: Conflict - Displacement",Full,0.9475717
257139,Supporting access of the most vulnerable children to essential services and enhancing shock responsive social protection systems integrated for effective preparedness and response,Partial,0.08260159
296856,"Strengthening localisation and institutional capacity for participation, coordination, and leadership, including in strategic cash coordination",Full,0.8061505
296860,"Strengthening localisation and institutional capacity for participation, coordination, and leadership, including in strategic cash coordination",Full,0.8061505
302396,"Responding to mounting humanitarian needs in the State of Palestine through emergency Humanitarian Cash Transfers, Child Protection, WASH and Nutrition, and strengthening Cluster Coordination of the Protection Cluster and Child Protection and Gender-Based Violence Areas of Responsibility.",Partial,0.06665286
307875,Multi-Purpose Cash Assistance for refugees from Ukraine in the Republic of Moldova,Full,0.9929595
313152,Multi-Purpose Cash Assistance (MPCA) for Refugees and Asylum Seekers in Egypt,Full,0.9898503
313153,Cash transfer programme to meet the food and basic assistance needs of Syrian refugees in Lebanon.,Full,0.9929066
315292,Cash Consortium of Sudan,Full,0.9880276
317943,Cash Consortium of Yemen (CCY) Harmonized Multi-Purpose Cash Assistance to Meet Critical Basic Needs Among Vulnerable Households,Full,0.9884023
319588,"Integrated assistance to internally displaced people, non-displaced war-affected people and returnees in Ukraine through Protection Services, MHPSS, Cash Assistance, Shelter and WASH",Partial,0.038337156
323041,Cash-plus assistance to support socio-economically vulnerable households meet their basic needs and withstand future shocks in Akkar Governorate.,Full,0.9863978
323221,Increasing the Impact of Cash and Voucher Assistance through Collective Action,Full,0.9648999
324046,"VenEsperanza: Emergency and Recovery Assistance for People in Need
Provide unconditional food assistance and life-saving supplementary nutritional support to vulnerable Venezuelan migrants, Colombian returnees and members of host communities (Cash multi-proposite), while implementing new economic recovery support activities to help participants transition from a state of emergency to a more secure and sustainable economic and social integration in Colombia (Livelihoods).",Partial,0.23361881
325621,"Integrated lifesaving multipurpose cash assistance for supporting vulnerable populations in crisis-affected communities in Jonglei, Northern Bahr El Ghazel, and Unity States, South Sudan",Full,0.9750059
325784,"Integrated lifesaving multipurpose cash assistance for supporting vulnerable populations in crisis-affected communities in Jonglei, Northern Bahr El Ghazel, and Unity States, South Sudan",Full,0.9750059
325921,To meet immediate basic needs through multi-purpose cash assistance in Ethiopia.,Full,0.9637019
326451,"Emergency winterization and agricultural recovery support for conflict-affected frontline rural communities in Ukraine

Support to FAO's emergency response plan in Ukraine	""""""""Emergency Aid: The primary objective is to sustain food production and address winterization 2024 and 2025 needs to improve food and nutrition security in frontline rural communities, especially those led by women. Activities are centered on : • Livestock production support : Cash and voucher assistance for animal feed and health to protect livestock during winter. • Fuelwood access: Vouchers for fuelwood to provide safe and sustainable energy access, critical for households facing energy shortages.""""""""

Restoring agriculture in the face of land contamination 	""""""""Rehabilitation of Agricultural Land Contaminated with UXO/ERW This component aims to restore agricultural activities in conflict-affected areas by : • Identifying and mapping land : Satellite mapping and soil assessments will identify priority areas for safe and sustainable land use. • Assistance to smallholder farmers: Providing resources such as vouchers for facilitated resumption of production and technical support for restored soil fertility through the implementation of conservation agriculture practices. The project strategically builds on the ongoing FAO initiatives aimed at addressing food security, livelihood recovery and resilience in Ukraine’s conflict-affected areas. It aligns broader with the objectives of the current 2024 ERP efforts and complements its efforts aimed at providing winterization support for vulnerable households and smallholder farmers, especially in the frontline areas.""""""""",Partial,0.28090435
327520,Building social protection registry and digital payments structure,Partial,0.21384723
328230,"Health: Provision of primary health Services; supply of essential health care services, capacity building of health services workers; small scare rehabilitation with WASH infrastructures; provision of nutrition care SAM, MAM cases. Agriculture and Food Safety:  Conditional cash assistance for extremely vulnerable families to purchase food; cash for work for vulnerable families; financial literacy of Cash Assistance beneficiaries. Disaster Risk Reduction:  Supply of kits for the management of crises resulting from natural disasters and related distribution to families affected by the damage caused; support surveillance and response to epidemic-prone diseases (cholera, measles) through the World Health Organization in prevention, detection and response",Partial,0.02710343
329938,"Emergency food assistance, NFI and winterization support for vulnerable households of IDP-, returnee- and local communities through cash (and/or in-kind) distributions in the western Afghan provinces of Herat, Badghis, Ghor and Farah.",Partial,0.14509304
334581,"Protection and solutions for people affected by the Ukraine situationthrough multi-sector assistance, including cash assistance",Partial,0.11920991
330650,"Allocation Type: Reserve - RA3 – Août 2024 : Crise de longue durée dans le territoire de Djugu : une réponse intégrée et durable aux besoins des personnes déplacées et retournées
L’assistance Multisectorielle (Abris/AME-Cash Multisectoriel-Protection) en réponse aux besoins d’autonomisation des communautés affectées par la crise Djugu/TURI
Project Start Date: 2024-10-21 - Project End Date: 2025-10-20
Project Code: CBPF-DRC-24-R-NGO-33504
Emergency Type: Conflict - Violence/clashes",Full,0.903187
330676,"Allocation Type: Reserve - RA2- Août 2024 - Réponse aux besoins des personnes déplacées et retournées affectées par la crise du M-23 dans le Sud Lubero, au Nord-Kivu
Appui en moyens de subsistance et en transfert monétaire aux populations déplacées et retournées affectées par la crise M23 dans la zone de santé de Lubero, territoire de Lubero (Nord Kivu)
Project Start Date: 2024-10-15 - Project End Date: 2025-10-14
Project Code: CBPF-DRC-24-R-NGO-33620
Emergency Type: Conflict - Violence/clashes",Full,0.9424502
330740,"Allocation Type: Standard - ST Avril 2024 - Première Allocation Standard 2024 _ Escalade de la Crise M23 au Nord et Sud Kivu : Réponse aux besoins vitaux et appui aux moyens de subsistance des communautés affectées
Assistance d’urgence en cash à usage multiple aux ménages déplacés (affectées par la crise M23) se trouvant dans les camps en territoire de Nyiragongo
Project Start Date: 2024-08-01 - Project End Date: 2025-03-31
Project Code: CBPF-DRC-24-S-NGO-28007
Emergency Type: Conflict - Displacement",Full,0.91825473
332199,"Allocation Type: Reserve - Reserve allocation 2
WASH  AND  HEALTH EMEGENCY RESPONSE TO FLOOD AFFECTED POPULATION  IN MAYENDIT COUNTY, AND SEHELTER /NFIS ITEMS CASH ASSISTANCE IN RUBKONA COUNTY
Project Start Date: 2024-10-21 - Project End Date: 2025-07-20
Project Code: CBPF-SSD-24-R-NGO-33937
Emergency Type: Climate / natural disaster - Flood",Full,0.874466
332201,"Allocation Type: Reserve - Reserve allocation 2
WASH  AND  HEALTH EMEGENCY RESPONSE TO FLOOD AFFECTED POPULATION  IN MAYENDIT COUNTY, AND SEHELTER /NFIS ITEMS CASH ASSISTANCE IN RUBKONA COUNTY
Project Start Date: 2024-10-21 - Project End Date: 2025-07-20
Project Code: CBPF-SSD-24-R-NGO-33937
Emergency Type: Climate / natural disaster - Flood",Full,0.874466
332202,"Allocation Type: Reserve - Reserve allocation 2
WASH  AND  HEALTH EMEGENCY RESPONSE TO FLOOD AFFECTED POPULATION  IN MAYENDIT COUNTY, AND SEHELTER /NFIS ITEMS CASH ASSISTANCE IN RUBKONA COUNTY
Project Start Date: 2024-10-21 - Project End Date: 2025-07-20
Project Code: CBPF-SSD-24-R-NGO-33937
Emergency Type: Climate / natural disaster - Flood",Full,0.874466
332210,"Allocation Type: Reserve - Reserve allocation 1
Provision of Onward Transport and Cash Assistance to Returnees Affected by the Sudan Crisis
Project Start Date: 2024-01-25 - Project End Date: 2024-04-24
Project Code: CBPF-SSD-24-R-UN-27494
Emergency Type: Conflict - Displacement",Full,0.9297823
332313,"Allocation Type: Standard - Standard allocation 1
Provision of life-saving cash and shelter assistance to vulnerable households affected by food insecurity and water-borne diseases in Nasir, Aweil East and Rubkona counties, South Sudan
Project Start Date: 2024-09-22 - Project End Date: 2025-09-21
Project Code: CBPF-SSD-24-S-UN-32757
Emergency Type: Conflict - Displacement",Full,0.945559
332445,"Allocation Type: Reserve - 2024 - SHF Reserve for Emergencies (Lifesaving response to displacement and famine in Sudan)
Multi Purpose Cash Assistance and Health services for IDP and famine response
Project Start Date: 2024-09-15 - Project End Date: 2025-09-14
Project Code: CBPF-SUD-24-R-INGO-33368
Emergency Type: Conflict - Displacement",Full,0.94332254
332505,"Allocation Type: Reserve - 2024 - SHF Reserve for Emergencies (Lifesaving response to displacement and famine in Sudan)
Protection and Multi-Purpose Cash Assistance (MPCA) for IDP and Famine Response to Displacement and Famine in White Nile, Sudan.
Project Start Date: 2024-10-04 - Project End Date: 2025-10-03
Project Code: CBPF-SUD-24-R-INGO-33507
Emergency Type: Conflict - Displacement",Full,0.89844745
193260,Emergency Cash-for-Work,Full,0.9916944
193264,Emergency Cash-for-Work,Full,0.9916944
205911,Emergency Cash-for-Work,Full,0.9916944
207237,Improved child protection and mental health and psychosocial support service provision for children affected by the conflict in Area C and Hebron H2,Partial,0.08895345
207238,Improved Child Protection and MHPSS service provision for children and families affected by conflict-related violence in Area C of the Jordan Valley,Partial,0.21352494
189973,"Providing essential integrated protection, education, Health and WASH services to vulnerable children and their families in Gaza Strip (part of 19-UF-CEF-046)",Partial,0.1618973
191745,Effective Education in Emergencies Coordination and advocacy in Gaza and the West Bank (part of ECHO/PSE/BUD/2019/91007),Partial,0.38576025
186557,Against Ukraine HRP,Full,0.9476572
190297,Protection and shelter for internally displaced and conflict affected persons in east Ukraine (part of 19-UF-HCR-006),Partial,0.11434047
194627,JPN MFA Year-end Supplementary Budget,Full,0.98202467
192981,"Provide sustainable access to safe water, sanitation and hygiene services and strengthen management structure for Displacement Affected Communities in Zeylac and Lughaya Districts of Awdal region, Somaliland",Partial,0.063512675
188633,Coordinated Implementation of Multipurpose Cash Assistance to Support Somali Households Affected by Crisis (part of ECHO/-HF/BUD/2019/91009),Full,0.8259435
188639,Coordinated Implementation of Multipurpose Cash Assistance to Support Somali Households Affected by Crisis (part of ECHO/-HF/BUD/2019/91009),Full,0.8259435
188641,Coordinated Implementation of Multipurpose Cash Assistance to Support Somali Households Affected by Crisis (part of ECHO/-HF/BUD/2019/91009),Full,0.8259435
199918,Food and Cash-based Assistance for Vulnerable Populations in Somalia,Partial,0.020800412
191123,"Provision of sustainable access to safe water, gender sensitive sanitation and adoption of sound hygiene practices to drought and conflict affected IDPs and host communities in Sool and Mudug regions.",Partial,0.051540215
192761,"Health, Protection Wash Grant - Nutrition portion of CAD $ 2,000,000",Partial,0.08880316
192956,"Responding to Emergency Nutrition needs of IDPs in Bama and Monguno, Borno State, NE Nigeria",Full,0.5344477
195743,Comprehensive health services for vulnerable and left-behind populations in Borno State (part of ECHO/-WF/BUD/2019/91045),Full,0.8428771
189430,NENTAD - North East Nigeria Transition to Development	Multisector,Full,0.88478595
189666,"Allocation 2019: Contributions under FAC: Food security, Emergency food assistance  (7F-09777.26)",Full,0.98463976
190370,"Annual Humanitarian Allocations - WFP Country Support:Food
 (P007070)",Full,0.98935217
190605,Humanitarian assistance,Full,0.681476
190608,In-Kind: Food Security  (USAID/FFP),Full,0.74197125
190609,In-Kind: Food Security  (USAID/FFP),Full,0.74197125
190610,In-Kind: Food Security (USAID/FFP),Full,0.74197125
195158,"Annual Humanitarian Allocations - WFP Country Support:Food
 (P007070)",Full,0.98935217
195159,"Annual Humanitarian Allocations - WFP Country Support:Food
 (P007070)",Full,0.98935217
195160,"Annual Humanitarian Allocations - WFP Country Support:Food
 (P007070)",Full,0.98935217
197985,Food Security (USAID/FFP),Partial,0.4814568
199989,Life-saving food assistance and livelihoods support in North-East Nigeria.,Partial,0.026894936
200011,In-Kind: Food Security (USAID/FFP),Full,0.74197125
200012,In-Kind: Food Security (USAID/FFP),Full,0.74197125
200013,In-Kind: Food Security (USAID/FFP),Full,0.74197125
200018,Food Security (USAID/FFP),Partial,0.4814568
200052,Life-saving food assistance and livelihoods support in North-East Nigeria.,Partial,0.026894936
200067,"Provide food security and nutrition support to people affected by the humanitarian crisis in Northeast Nigeria through general food, cash and voucher distributions, blanket supplementary feeding, livelihoods, and building government's capacity in disaster risk reduction and emergency preparedness.(part of ECHO/-WF/BUD/2018/91011)",Partial,0.044006094
203699,Life-saving food assistance and livelihoods support in North-East Nigeria.,Partial,0.026894936
203700,Life-saving food assistance and livelihoods support in North-East Nigeria.,Partial,0.026894936
203701,Life-saving food assistance and livelihoods support in North-East Nigeria.,Partial,0.026894936
203702,Life-saving food assistance and livelihoods support in North-East Nigeria.,Partial,0.026894936
203703,Life-saving food assistance and livelihoods support in North-East Nigeria.,Partial,0.026894936
193905,Securing the basic needs of especially vulnerable conflict-affected people in Ukraine 2018-2019,Full,0.82674456
189426,NENTAD - North East Nigeria Transition to Development	Protection,Full,0.85493004
192232,WASH Emergency Response to Displacement Affected Population in Monguno,Full,0.895591
189422,NENTAD - North East Nigeria Transition to Development	Protection,Full,0.85493004
192957,"Promoting rights and supporting emergency protection needs in MMC, Jere and Monguno, Borno State",Partial,0.09048076
195440,Emergency response through Kapoeta East Emergency Response project (KEERP),Full,0.8483853
192444,"Provision of timely and appropriate access to safe and adequate water, dignified Sanitation, and enhancing safe hygiene practices for the Internally displaced population (IDPs), Returnee and crisis affected communities through integrated WASH interventions, reinforcing protection and enhancing resilience and communities coping mechanisms and sustainability of livelihoods.",Partial,0.07244395
201988,"Provision of equitable access to safe and adequate water, dignified sanitation, and hygiene practices to mitigate WASH related GBV and Malnutrition for the Internally displaced population (IDPs), returnee and crisis-affected communities through coordinated and integrated WASH response, reinforcing protection and enhancing resilience, communities coping mechanisms and sustainability in Pibor County, Jonglei State, South Sudan.",Partial,0.19233872
192499,"Emergency Nutrition assistance to vulnerable populations in the Fangak County, it Payam and Boma. ( Barbuoi (GerGer), Manajang (Panyang) ,Kuernyang, ( Kuerkan and Bolbel) ,Mareang, ( Kuerdeng) ) Jonglei state ,South Sudan .",Partial,0.18571146
202001,"Provision of Emergency WASH and Nutrition (To At Risk Persons Under 5 Years Boys and Girls, Pregnant and Lactating Women, Men and the Elderly To Help Reduce Morbidity And Mortality Rates) Response to Mitigate WASH Related GBV and Malnutrition Prevalence Among IDPs, Returnees and Vulnerable Host Communities in Twic County in Warrap State and Provision of FTR and Case management services, structured and semi-structure psycho-social support and life-skills interventions to conflict affected children and strengthening community-based networks including families to prevent and respond to protection risk facing children in Nasir/Luakpiny in Upper Nile State and Canal/Pigi County in Jonglei state, South Sudan. Total: $576,000 -  Water Sanitation Hygiene (52%), Nutrition (17%), Protection (31%)",Partial,0.06582019
201981,Integrated FSL support to 5000 households in Rumbek Centre County,Full,0.8982778
192814,"Emergency Food Security and Livelihood Support to Vulnerable populations in Fangak County, Jonglei State",Partial,0.0332508
192820,Agriculture and Food Security (USAID/OFDA),Partial,0.016111467
187591,Chad - OCHA Office  [OCT 6383];[TM/OCHA/059],Full,0.833752
188086,Renforcement de la coordination humanitaire et du plaidoyer au Tchad (part of ECHO/-AF/BUD/2019/92004),Full,0.7487137
192869,Chad - OCHA Office  [OCT 6570];[18/6994],Full,0.5982629
194237,Chad - OCHA Office  [OCT 6477];[P007446],Full,0.55100006
189283,Niger - OCHA Office [OCT 6405];[P007080 PO 7404496],Full,0.59041435
190231,Niger - OCHA Office [OCT 6362];[720FDA19IO00012] (USAID/OFDA),Full,0.64243937
192870,Niger - OCHA Office [OCT 6570];[18/6994],Full,0.60774976
194234,Niger - OCHA Office [OCT 6477];[P007446],Full,0.56121
196279,"Promote, support and facilitate the coordination of humanitarian action in Niger (ECHO/-WF/BUD/2019/91058)",Partial,0.20673329
200118,Niger - OCHA Office [OCT 6610];[720FDA19IO00012],Full,0.68960637
201544,Niger - OCHA Office  [OCT 6630];[3088],Partial,0.4112747
187086,Improvement of water supply and cash assistance to create housing for returnees.,Partial,0.13842554
198637,Emergency shelter and NFI assistance to improve living conditions of most vulnerable families in Iraq,Partial,0.0517762
202285,"Rehabilitation of water systems, cash assistance for renovation and protection measures for conflict-affected persons",Partial,0.035492975
171096,"Humanitarian support, year 3",Full,0.8397412
190386,"Support pastoralists affected by the cumulative effects of the protracted humanitarian-natural and human-induced crises in Tahoua and Tillabery regions, Niger",Partial,0.38928235
187214,In-Kind: Food Security (USAID/FFP),Full,0.74197125
190318,Providing food assistance to IDPs affected by the insecurity in the Tillabéry and Tahoua regions (part of 19-UF-WFP-030),Full,0.7342043
190803,Niger Transitional Interim Country Strategic Plan,Full,0.94894516
190804,Niger Transitional Interim Country Strategic Plan,Full,0.94894516
190805,Niger Transitional Interim Country Strategic Plan,Full,0.94894516
190806,Niger Transitional Interim Country Strategic Plan,Full,0.94894516
199392,Niger Transitional Interim Country Strategic Plan (USAID/FFP),Full,0.88088405
199395,Food Security (USAID/FFP),Partial,0.4814568
199399,Food Security (USAID/FFP),Partial,0.4814568
200412,Assistance alimentaire et nutritionnelle aux réfugiés nigérians et la population hôte dans la région de Maradi (part of 19-RR-WFP-066),Partial,0.2231971
201909,"Aide d’urgence et appui au relèvement des ménages affectés par les conflits dans la commune de Gueskérou, région de Diffa au Niger",Partial,0.1676041
199322,"Economic Recovery and Market Systems,Multipurpose Cash Assistance,Risk Management Policy and Practice
(USAID/OFDA)",Partial,0.017142547
190720,PAM: fourniture d'aliments adaptés pr enfants de 6 à 23 mois et FEAGret:bons achats et rations de prorection +farines fortifiéesACF: diversification alimentaire et traitement de la malnutrition,Partial,0.1164063
186524,Food Security (USAID/FFP),Partial,0.4814568
188080,Lean Season Assistance (LSA): Cash and/or food transfers to the most vulnerable households affected by seasonal food shortages.,Partial,0.043065615
192207,"Humanitarian Food Assistance to the the most food insecure people during the 2018/19 lean season, including urban population (ECHO/-SF/BUD/2019/91004)",Full,0.79177177
194553,In-Kind:Food Security (USAID/FFP),Full,0.74197125
194554,Food Security (USAID/FFP),Partial,0.4814568
194937,Lean Season Food Assistance to the most food insecure people in rural areas (USAID/FFP),Full,0.916204
198649,Lean Season Food Assistance to the most food insecure people in rural areas,Full,0.9469711
198650,Lean Season Food Assistance to the most food insecure people in rural areas,Full,0.9469711
198651,Lean Season Food Assistance to the most food insecure people in rural areas,Full,0.9469711
198652,Lean Season Food Assistance to the most food insecure people in rural areas,Full,0.9469711
198654,Lean Season Food Assistance to the most food insecure people in rural areas,Full,0.9469711
198655,Lean Season Food Assistance to the most food insecure people in rural areas (UN Other Funds and Agencies (excl. CERF),Full,0.8858886
198709,Lean Season Food Assistance to the most food insecure people in rural areas,Full,0.9469711
198843,Lean Season Food Assistance to the most food insecure people in rural areas,Full,0.9469711
199653,Lean Season Food Assistance to the most food insecure people in rural areas,Full,0.9469711
203896,Food Assistance Programme,Full,0.97454935
188422,Food Security (USAID/FFP),Partial,0.4814568
