COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE
LIE,ECU_XDC,PA_RT,A,1978,0.439003870093049
LIE,ECU_XDC,PA_RT,A,1979,0.438815590695578
LIE,ECU_XDC,PA_RT,A,1980,0.429014369898319
LIE,ECU_XDC,PA_RT,A,1981,0.455518201432402
LIE,ECU_XDC,PA_RT,A,1982,0.50197710051181
LIE,ECU_XDC,PA_RT,A,1983,0.534493546176765
LIE,ECU_XDC,PA_RT,A,1984,0.539409073583755
LIE,ECU_XDC,PA_RT,A,1985,0.53395978949394
LIE,ECU_XDC,PA_RT,A,1986,0.566545903302585
LIE,ECU_XDC,PA_RT,A,1987,0.580953758445228
LIE,ECU_XDC,PA_RT,A,1988,0.577241731565146
LIE,ECU_XDC,PA_RT,A,1989,0.55449051706061
LIE,ECU_XDC,PA_RT,A,1990,0.565483383419218
LIE,ECU_XDC,PA_RT,A,1991,0.562151904583113
LIE,ECU_XDC,PA_RT,A,1992,0.548367176830633
LIE,ECU_XDC,PA_RT,A,1993,0.577313619224441
LIE,ECU_XDC,PA_RT,A,1994,0.615164171469392
LIE,ECU_XDC,PA_RT,A,1995,0.64648292074988
LIE,ECU_XDC,PA_RT,A,1996,0.638071464346469
LIE,ECU_XDC,PA_RT,A,1997,0.60758161976953
LIE,ECU_XDC,PA_RT,A,1998,0.615831841335962
LKA,ECU_XDC,EOP_RT,A,1957,
LKA,ECU_XDC,EOP_RT,A,1979,0.0449031642275653
LKA,ECU_XDC,EOP_RT,A,1980,0.0424217742806791
LKA,ECU_XDC,EOP_RT,A,1981,0.0448413200230243
LKA,ECU_XDC,EOP_RT,A,1982,0.048469892784611
LKA,ECU_XDC,EOP_RT,A,1983,0.0483442108411218
LKA,ECU_XDC,EOP_RT,A,1984,0.0536771764431055
LKA,ECU_XDC,EOP_RT,A,1985,0.0410921247961913
LKA,ECU_XDC,EOP_RT,A,1986,0.0327570194361809
LKA,ECU_XDC,EOP_RT,A,1987,0.0249398362612959
LKA,ECU_XDC,EOP_RT,A,1988,0.0258167811235586
LKA,ECU_XDC,EOP_RT,A,1989,0.0208855472013367
LKA,ECU_XDC,EOP_RT,A,1990,0.0182284857567716
LKA,ECU_XDC,EOP_RT,A,1991,0.0175145084057555
LKA,ECU_XDC,EOP_RT,A,1992,0.0179528701253469
LKA,ECU_XDC,EOP_RT,A,1993,0.0180156181575232
LKA,ECU_XDC,EOP_RT,A,1994,0.0162661402891617
LKA,ECU_XDC,EOP_RT,A,1995,0.0140782835684593
LKA,ECU_XDC,EOP_RT,A,1996,0.0140744372878644
LKA,ECU_XDC,EOP_RT,A,1997,0.0147772674529738
LKA,ECU_XDC,EOP_RT,A,1998,0.0125493306737621
LKA,ECU_XDC,PA_RT,A,1957,
LKA,ECU_XDC,PA_RT,A,1978,0.0502829194486653
LKA,ECU_XDC,PA_RT,A,1979,0.0468557322091511
LKA,ECU_XDC,PA_RT,A,1980,0.0434791845972799
LKA,ECU_XDC,PA_RT,A,1981,0.0464906709728479
LKA,ECU_XDC,PA_RT,A,1982,0.0489688312090446
LKA,ECU_XDC,PA_RT,A,1983,0.0476857300332361
LKA,ECU_XDC,PA_RT,A,1984,0.0498243653489658
LKA,ECU_XDC,PA_RT,A,1985,0.0483019575743495
LKA,ECU_XDC,PA_RT,A,1986,0.0363763694305198
LKA,ECU_XDC,PA_RT,A,1987,0.0294216593216856
LKA,ECU_XDC,PA_RT,A,1988,0.0265565587744513
LKA,ECU_XDC,PA_RT,A,1989,0.0251644464750235
LKA,ECU_XDC,PA_RT,A,1990,0.0196078074138803
LKA,ECU_XDC,PA_RT,A,1991,0.0194849388243834
LKA,ECU_XDC,PA_RT,A,1992,0.0175936704331255
LKA,ECU_XDC,PA_RT,A,1993,0.0176533518629869
LKA,ECU_XDC,PA_RT,A,1994,0.0170262675611217
LKA,ECU_XDC,PA_RT,A,1995,0.0149155593610457
LKA,ECU_XDC,PA_RT,A,1996,0.0142689000176787
LKA,ECU_XDC,PA_RT,A,1997,0.0149469735332878
LKA,ECU_XDC,PA_RT,A,1998,0.0138532127225362
LSO,ECU_XDC,EOP_RT,A,1961,
LSO,ECU_XDC,EOP_RT,A,1972,
LSO,ECU_XDC,EOP_RT,A,1973,
LSO,ECU_XDC,EOP_RT,A,1979,0.838754421137912
LSO,ECU_XDC,EOP_RT,A,1980,1.02443494198567
LSO,ECU_XDC,EOP_RT,A,1981,0.963324731846664
LSO,ECU_XDC,EOP_RT,A,1982,0.960111605828372
LSO,ECU_XDC,EOP_RT,A,1983,0.989122553769785
LSO,ECU_XDC,EOP_RT,A,1984,0.71067851601072
LSO,ECU_XDC,EOP_RT,A,1985,0.440364904831626
LSO,ECU_XDC,EOP_RT,A,1986,0.427877428998505
LSO,ECU_XDC,EOP_RT,A,1987,0.397537210372872
LSO,ECU_XDC,EOP_RT,A,1988,0.358664506225481
LSO,ECU_XDC,EOP_RT,A,1989,0.329423558897243
LSO,ECU_XDC,EOP_RT,A,1990,0.286246607496516
LSO,ECU_XDC,EOP_RT,A,1991,0.271877097471847
LSO,ECU_XDC,EOP_RT,A,1992,0.270498534479515
LSO,ECU_XDC,EOP_RT,A,1993,0.262805315471402
LSO,ECU_XDC,EOP_RT,A,1994,0.229429008509187
LSO,ECU_XDC,EOP_RT,A,1995,0.20860754795512
LSO,ECU_XDC,EOP_RT,A,1996,0.170441210124581
LSO,ECU_XDC,EOP_RT,A,1997,0.186055436231227
LSO,ECU_XDC,EOP_RT,A,1998,0.146259665021489
LSO,ECU_XDC,PA_RT,A,1961,
LSO,ECU_XDC,PA_RT,A,1972,
LSO,ECU_XDC,PA_RT,A,1973,
LSO,ECU_XDC,PA_RT,A,1978,0.902692377883003
LSO,ECU_XDC,PA_RT,A,1979,0.866520270311498
LSO,ECU_XDC,PA_RT,A,1980,0.92305060763155
LSO,ECU_XDC,PA_RT,A,1981,1.01956392438591
LSO,ECU_XDC,PA_RT,A,1982,0.938604435696466
LSO,ECU_XDC,PA_RT,A,1983,1.00707088511434
LSO,ECU_XDC,PA_RT,A,1984,0.859120070626441
LSO,ECU_XDC,PA_RT,A,1985,0.588693258597015
LSO,ECU_XDC,PA_RT,A,1986,0.446019581595801
LSO,ECU_XDC,PA_RT,A,1987,0.425490776172068
LSO,ECU_XDC,PA_RT,A,1988,0.371537233674675
LSO,ECU_XDC,PA_RT,A,1989,0.345869783502691
LSO,ECU_XDC,PA_RT,A,1990,0.303613662564719
LSO,ECU_XDC,PA_RT,A,1991,0.291933787551576
LSO,ECU_XDC,PA_RT,A,1992,0.270378733201995
LSO,ECU_XDC,PA_RT,A,1993,0.261051311404348
LSO,ECU_XDC,PA_RT,A,1994,0.236948242227424
LSO,ECU_XDC,PA_RT,A,1995,0.210760464825981
LSO,ECU_XDC,PA_RT,A,1996,0.183437697212748
LSO,ECU_XDC,PA_RT,A,1997,0.191362442513468
LSO,ECU_XDC,PA_RT,A,1998,0.161504215837488
LTU,ECU_XDC,EOP_RT,A,1992,0.217897632128221
LTU,ECU_XDC,EOP_RT,A,1993,0.228943861362587
LTU,ECU_XDC,EOP_RT,A,1994,0.203245422913076
LTU,ECU_XDC,EOP_RT,A,1995,0.190224007791575
LTU,ECU_XDC,EOP_RT,A,1996,0.199522741602088
LTU,ECU_XDC,EOP_RT,A,1997,0.226406208963875
LTU,ECU_XDC,EOP_RT,A,1998,0.214270409256482
LTU,ECU_XDC,PA_RT,A,1992,0.434987436162729
LTU,ECU_XDC,PA_RT,A,1993,0.196371037943666
LTU,ECU_XDC,PA_RT,A,1994,0.211515410367017
LTU,ECU_XDC,PA_RT,A,1995,0.191111530140836
LTU,ECU_XDC,PA_RT,A,1996,0.19716567766172
LTU,ECU_XDC,PA_RT,A,1997,0.220447699885441
LTU,ECU_XDC,PA_RT,A,1998,0.223210299816075
LUX,ECU_XDC,EOP_RT,A,1979,0.0247265178069682
LUX,ECU_XDC,EOP_RT,A,1980,0.0242233270009905
LUX,ECU_XDC,EOP_RT,A,1981,0.023959675674786
LUX,ECU_XDC,EOP_RT,A,1982,0.0220242564821283
LUX,ECU_XDC,EOP_RT,A,1983,0.0217218776240371
LUX,ECU_XDC,EOP_RT,A,1984,0.0223626537242361
LUX,ECU_XDC,EOP_RT,A,1985,0.0223640380542893
LUX,ECU_XDC,EOP_RT,A,1986,0.023118787288292
LUX,ECU_XDC,EOP_RT,A,1987,0.0231422723144935
LUX,ECU_XDC,EOP_RT,A,1988,0.0228358744371271
LUX,ECU_XDC,EOP_RT,A,1989,0.023361909621182
LUX,ECU_XDC,EOP_RT,A,1990,0.0236751155282011
LUX,ECU_XDC,EOP_RT,A,1991,0.0238493050181347
LUX,ECU_XDC,EOP_RT,A,1992,0.0248894522533442
LUX,ECU_XDC,EOP_RT,A,1993,0.0247266978486317
LUX,ECU_XDC,EOP_RT,A,1994,0.0255353495611246
LUX,ECU_XDC,EOP_RT,A,1995,0.0258676196214959
LUX,ECU_XDC,EOP_RT,A,1996,0.024936446380514
LUX,ECU_XDC,EOP_RT,A,1997,0.0245293834197047
LUX,ECU_XDC,EOP_RT,A,1998,0.0247894152345204
LUX,ECU_XDC,PA_RT,A,1978,0.0249253085675648
LUX,ECU_XDC,PA_RT,A,1979,0.0248861812495547
LUX,ECU_XDC,PA_RT,A,1980,0.0245848830251059
LUX,ECU_XDC,PA_RT,A,1981,0.0240981929572244
LUX,ECU_XDC,PA_RT,A,1982,0.0223055054882667
LUX,ECU_XDC,PA_RT,A,1983,0.0219429122110709
LUX,ECU_XDC,PA_RT,A,1984,0.0219341398592913
LUX,ECU_XDC,PA_RT,A,1985,0.0220958258573933
LUX,ECU_XDC,PA_RT,A,1986,0.0228145318991608
LUX,ECU_XDC,PA_RT,A,1987,0.023204357144045
LUX,ECU_XDC,PA_RT,A,1988,0.0229729701953478
LUX,ECU_XDC,PA_RT,A,1989,0.0230206298630184
LUX,ECU_XDC,PA_RT,A,1990,0.0235067303050011
LUX,ECU_XDC,PA_RT,A,1991,0.0236065141426861
LUX,ECU_XDC,PA_RT,A,1992,0.0239855667259982
LUX,ECU_XDC,PA_RT,A,1993,0.0246570523599525
LUX,ECU_XDC,PA_RT,A,1994,0.0251477436808023
LUX,ECU_XDC,PA_RT,A,1995,0.025930993500004
LUX,ECU_XDC,PA_RT,A,1996,0.0254723566692653
LUX,ECU_XDC,PA_RT,A,1997,0.0246490045952769
LUX,ECU_XDC,PA_RT,A,1998,0.0245970972677411
LVA,ECU_XDC,EOP_RT,A,1992,0.989020390138873
LVA,ECU_XDC,EOP_RT,A,1993,1.500640435822
LVA,ECU_XDC,EOP_RT,A,1994,1.48354323294216
LVA,ECU_XDC,EOP_RT,A,1995,1.41693860552384
LVA,ECU_XDC,EOP_RT,A,1996,1.43541540720927
LVA,ECU_XDC,EOP_RT,A,1997,1.53495734890763
LVA,ECU_XDC,EOP_RT,A,1998,1.50629461691727
LVA,ECU_XDC,PA_RT,A,1992,1.04705889941723
LVA,ECU_XDC,PA_RT,A,1993,1.26315137067081
LVA,ECU_XDC,PA_RT,A,1994,1.50309142221957
LVA,ECU_XDC,PA_RT,A,1995,1.44895805508769
LVA,ECU_XDC,PA_RT,A,1996,1.43197950185543
LVA,ECU_XDC,PA_RT,A,1997,1.51792993752707
LVA,ECU_XDC,PA_RT,A,1998,1.51371777213501
MAC,ECU_XDC,EOP_RT,A,1979,0.137878602701336
MAC,ECU_XDC,EOP_RT,A,1980,0.143532319021759
MAC,ECU_XDC,EOP_RT,A,1981,0.15942718453075
MAC,ECU_XDC,EOP_RT,A,1982,0.154235539443832
MAC,ECU_XDC,EOP_RT,A,1983,0.151264739816141
MAC,ECU_XDC,EOP_RT,A,1984,0.175716712580477
MAC,ECU_XDC,EOP_RT,A,1985,0.14044980688299
MAC,ECU_XDC,EOP_RT,A,1986,0.116641720268669
MAC,ECU_XDC,EOP_RT,A,1987,0.0961289258390023
MAC,ECU_XDC,EOP_RT,A,1988,0.106033437466369
MAC,ECU_XDC,EOP_RT,A,1989,0.10389914908571
MAC,ECU_XDC,EOP_RT,A,1990,0.0913012530311788
MAC,ECU_XDC,EOP_RT,A,1991,0.0930616029945057
MAC,ECU_XDC,EOP_RT,A,1992,0.103595472203665
MAC,ECU_XDC,EOP_RT,A,1993,0.112224561890612
MAC,ECU_XDC,EOP_RT,A,1994,0.102003951224239
MAC,ECU_XDC,EOP_RT,A,1995,0.0955359446501728
MAC,ECU_XDC,EOP_RT,A,1996,0.100167047342782
MAC,ECU_XDC,EOP_RT,A,1997,0.113465493435507
MAC,ECU_XDC,EOP_RT,A,1998,0.107405059841092
MAC,ECU_XDC,PA_RT,A,1978,0.156079515089368
MAC,ECU_XDC,PA_RT,A,1979,0.140945844065294
MAC,ECU_XDC,PA_RT,A,1980,0.141099696676338
MAC,ECU_XDC,PA_RT,A,1981,0.155563227638351
MAC,ECU_XDC,PA_RT,A,1982,0.163697211738919
MAC,ECU_XDC,PA_RT,A,1983,0.150315195662074
MAC,ECU_XDC,PA_RT,A,1984,0.157733080672132
MAC,ECU_XDC,PA_RT,A,1985,0.164024492849731
MAC,ECU_XDC,PA_RT,A,1986,0.127186912499751
MAC,ECU_XDC,PA_RT,A,1987,0.108156570951515
MAC,ECU_XDC,PA_RT,A,1988,0.105051700274869
MAC,ECU_XDC,PA_RT,A,1989,0.112909891952092
MAC,ECU_XDC,PA_RT,A,1990,0.0979362636297051
MAC,ECU_XDC,PA_RT,A,1991,0.100711640262733
MAC,ECU_XDC,PA_RT,A,1992,0.0967249033846155
MAC,ECU_XDC,PA_RT,A,1993,0.107065311878769
MAC,ECU_XDC,PA_RT,A,1994,0.105694155390709
MAC,ECU_XDC,PA_RT,A,1995,0.0959424330636715
MAC,ECU_XDC,PA_RT,A,1996,0.0989986330898371
MAC,ECU_XDC,PA_RT,A,1997,0.110565335588575
MAC,ECU_XDC,PA_RT,A,1998,0.111902156882764
MAR,ECU_XDC,EOP_RT,A,1979,0.185495178034487
MAR,ECU_XDC,EOP_RT,A,1980,0.176180320761488
MAR,ECU_XDC,EOP_RT,A,1981,0.172778671304356
MAR,ECU_XDC,EOP_RT,A,1982,0.164877522203144
MAR,ECU_XDC,EOP_RT,A,1983,0.149932424157007
MAR,ECU_XDC,EOP_RT,A,1984,0.147692038390203
MAR,ECU_XDC,EOP_RT,A,1985,0.117058293217244
MAR,ECU_XDC,EOP_RT,A,1986,0.107238563577704
MAR,ECU_XDC,EOP_RT,A,1987,0.0983582917203499
MAR,ECU_XDC,EOP_RT,A,1988,0.103866432520706
MAR,ECU_XDC,EOP_RT,A,1989,0.10286166712471
MAR,ECU_XDC,EOP_RT,A,1990,0.0912002221652004
MAR,ECU_XDC,EOP_RT,A,1991,0.0915063703747372
MAR,ECU_XDC,EOP_RT,A,1992,0.0912652674711239
MAR,ECU_XDC,EOP_RT,A,1993,0.092515030184235
MAR,ECU_XDC,EOP_RT,A,1994,0.0907386146314907
MAR,ECU_XDC,EOP_RT,A,1995,0.0898459104684553
MAR,ECU_XDC,EOP_RT,A,1996,0.0906973085298428
MAR,ECU_XDC,EOP_RT,A,1997,0.0932278683414314
MAR,ECU_XDC,EOP_RT,A,1998,0.0926064156006879
MAR,ECU_XDC,PA_RT,A,1978,0.188387786335956
MAR,ECU_XDC,PA_RT,A,1979,0.187126069952073
MAR,ECU_XDC,PA_RT,A,1980,0.182618143733416
MAR,ECU_XDC,PA_RT,A,1981,0.172988525761355
MAR,ECU_XDC,PA_RT,A,1982,0.169209322636713
MAR,ECU_XDC,PA_RT,A,1983,0.15777340171734
MAR,ECU_XDC,PA_RT,A,1984,0.143855099603314
MAR,ECU_XDC,PA_RT,A,1985,0.130385759838658
MAR,ECU_XDC,PA_RT,A,1986,0.111941940552786
MAR,ECU_XDC,PA_RT,A,1987,0.103635612549274
MAR,ECU_XDC,PA_RT,A,1988,0.102894675550974
MAR,ECU_XDC,PA_RT,A,1989,0.106866957085259
MAR,ECU_XDC,PA_RT,A,1990,0.0953061625211689
MAR,ECU_XDC,PA_RT,A,1991,0.0925878960751365
MAR,ECU_XDC,PA_RT,A,1992,0.0903180214582057
MAR,ECU_XDC,PA_RT,A,1993,0.0917383488793943
MAR,ECU_XDC,PA_RT,A,1994,0.0914246962540296
MAR,ECU_XDC,PA_RT,A,1995,0.0895111253930061
MAR,ECU_XDC,PA_RT,A,1996,0.090485767090748
MAR,ECU_XDC,PA_RT,A,1997,0.0925559910677777
MAR,ECU_XDC,PA_RT,A,1998,0.0929615308997327
MDA,ECU_XDC,EOP_RT,A,1991,438.682933417551
MDA,ECU_XDC,EOP_RT,A,1992,1.99233900277806
MDA,ECU_XDC,EOP_RT,A,1993,0.245296994317057
MDA,ECU_XDC,EOP_RT,A,1994,0.190393838794451
MDA,ECU_XDC,EOP_RT,A,1995,0.169125590390376
MDA,ECU_XDC,EOP_RT,A,1996,0.170740210600165
MDA,ECU_XDC,EOP_RT,A,1997,0.19431924382695
MDA,ECU_XDC,EOP_RT,A,1998,0.102982437823027
MDA,ECU_XDC,PA_RT,A,1993,
MDA,ECU_XDC,PA_RT,A,1995,0.170035615588626
MDA,ECU_XDC,PA_RT,A,1996,0.171281477975498
MDA,ECU_XDC,PA_RT,A,1997,0.190715887650293
MDA,ECU_XDC,PA_RT,A,1998,0.166242984948759
MDG,ECU_XDC,EOP_RT,A,1979,0.0172519744184668
MDG,ECU_XDC,EOP_RT,A,1980,0.0169085902839085
MDG,ECU_XDC,EOP_RT,A,1981,0.0160314740185912
MDG,ECU_XDC,EOP_RT,A,1982,0.0140515367289363
MDG,ECU_XDC,EOP_RT,A,1983,0.0122785808576449
MDG,ECU_XDC,EOP_RT,A,1984,0.0107187942382056
MDG,ECU_XDC,EOP_RT,A,1985,0.00885711442783003
MDG,ECU_XDC,EOP_RT,A,1986,0.00606792711396241
MDG,ECU_XDC,EOP_RT,A,1987,0.00310800790307731
MDG,ECU_XDC,EOP_RT,A,1988,0.00279346491766577
MDG,ECU_XDC,EOP_RT,A,1989,0.00272561201682653
MDG,ECU_XDC,EOP_RT,A,1990,0.00250204412125721
MDG,ECU_XDC,EOP_RT,A,1991,0.00203465936921489
MDG,ECU_XDC,EOP_RT,A,1992,0.00216167154171084
MDG,ECU_XDC,EOP_RT,A,1993,0.00227465916153528
MDG,ECU_XDC,EOP_RT,A,1994,0.00105007089966147
MDG,ECU_XDC,EOP_RT,A,1995,0.00111145588650543
MDG,ECU_XDC,EOP_RT,A,1996,0.000921908857411916
MDG,ECU_XDC,EOP_RT,A,1997,0.000856841426101818
MDG,ECU_XDC,EOP_RT,A,1998,0.000793269455487594
MDG,ECU_XDC,EOP_RT,A,2005,
MDG,ECU_XDC,PA_RT,A,1978,0.0173926989122737
MDG,ECU_XDC,PA_RT,A,1979,0.0171499340545026
MDG,ECU_XDC,PA_RT,A,1980,0.0170131391489337
MDG,ECU_XDC,PA_RT,A,1981,0.0164638880316814
MDG,ECU_XDC,PA_RT,A,1982,0.014570305072894
MDG,ECU_XDC,PA_RT,A,1983,0.0130326384592929
MDG,ECU_XDC,PA_RT,A,1984,0.0109898291383207
MDG,ECU_XDC,PA_RT,A,1985,0.00990226798465079
MDG,ECU_XDC,PA_RT,A,1986,0.00753443247515726
MDG,ECU_XDC,PA_RT,A,1987,0.00405117190510252
MDG,ECU_XDC,PA_RT,A,1988,0.00300147048482209
MDG,ECU_XDC,PA_RT,A,1989,0.0028286256842639
MDG,ECU_XDC,PA_RT,A,1990,0.00262874445984219
MDG,ECU_XDC,PA_RT,A,1991,0.00219608454628242
MDG,ECU_XDC,PA_RT,A,1992,0.00206850259515767
MDG,ECU_XDC,PA_RT,A,1993,0.00222869690171085
MDG,ECU_XDC,PA_RT,A,1994,0.00137147588217148
MDG,ECU_XDC,PA_RT,A,1995,0.000896052660309408
MDG,ECU_XDC,PA_RT,A,1996,0.000970960156347791
MDG,ECU_XDC,PA_RT,A,1997,0.000866048491765528
MDG,ECU_XDC,PA_RT,A,1998,0.000820415217348511
MDG,ECU_XDC,PA_RT,A,2005,
MDV,ECU_XDC,EOP_RT,A,1967,
MDV,ECU_XDC,EOP_RT,A,1979,0.0918581949061857
MDV,ECU_XDC,EOP_RT,A,1980,0.101138004920975
MDV,ECU_XDC,EOP_RT,A,1981,0.122051539940445
MDV,ECU_XDC,EOP_RT,A,1982,0.146578455924257
MDV,ECU_XDC,EOP_RT,A,1983,0.171433371794487
MDV,ECU_XDC,EOP_RT,A,1984,0.200090240698555
MDV,ECU_XDC,EOP_RT,A,1985,0.157990763461831
MDV,ECU_XDC,EOP_RT,A,1986,0.12896072696049
MDV,ECU_XDC,EOP_RT,A,1987,0.0816630317090203
MDV,ECU_XDC,EOP_RT,A,1988,0.100035862856834
MDV,ECU_XDC,EOP_RT,A,1989,0.0907574022871773
MDV,ECU_XDC,EOP_RT,A,1990,0.0762488842882006
MDV,ECU_XDC,EOP_RT,A,1991,0.0722643185966154
MDV,ECU_XDC,EOP_RT,A,1992,0.0783893712165125
MDV,ECU_XDC,EOP_RT,A,1993,0.080403517272768
MDV,ECU_XDC,EOP_RT,A,1994,0.0690723612278933
MDV,ECU_XDC,EOP_RT,A,1995,0.0646470714669755
MDV,ECU_XDC,EOP_RT,A,1996,0.0678072188962066
MDV,ECU_XDC,EOP_RT,A,1997,0.0769434864788019
MDV,ECU_XDC,EOP_RT,A,1998,0.0728191705204696
MDV,ECU_XDC,EOP_RT,A,2001,
MDV,ECU_XDC,PA_RT,A,1967,
MDV,ECU_XDC,PA_RT,A,1978,0.0875205457332322
MDV,ECU_XDC,PA_RT,A,1979,0.0974322672603172
MDV,ECU_XDC,PA_RT,A,1980,0.0952189343750755
MDV,ECU_XDC,PA_RT,A,1981,0.118509646484166
MDV,ECU_XDC,PA_RT,A,1982,0.142068429546518
MDV,ECU_XDC,PA_RT,A,1983,0.15914576922174
MDV,ECU_XDC,PA_RT,A,1984,0.179778795723933
MDV,ECU_XDC,PA_RT,A,1985,0.184839468085558
MDV,ECU_XDC,PA_RT,A,1986,0.142526482289227
MDV,ECU_XDC,PA_RT,A,1987,0.093929676169598
MDV,ECU_XDC,PA_RT,A,1988,0.0961545691750827
MDV,ECU_XDC,PA_RT,A,1989,0.100334213194475
MDV,ECU_XDC,PA_RT,A,1990,0.0822411222845049
MDV,ECU_XDC,PA_RT,A,1991,0.0786255101020527
MDV,ECU_XDC,PA_RT,A,1992,0.0729597707915299
MDV,ECU_XDC,PA_RT,A,1993,0.0778542369667789
MDV,ECU_XDC,PA_RT,A,1994,0.0726198496935806
MDV,ECU_XDC,PA_RT,A,1995,0.0649486933358831
MDV,ECU_XDC,PA_RT,A,1996,0.0670061776250534
MDV,ECU_XDC,PA_RT,A,1997,0.0749185046339648
MDV,ECU_XDC,PA_RT,A,1998,0.0758573661227102
MDV,ECU_XDC,PA_RT,A,2001,
MEX,ECU_XDC,EOP_RT,A,1979,30.4146199530866
MEX,ECU_XDC,EOP_RT,A,1980,32.8340494358494
MEX,ECU_XDC,EOP_RT,A,1981,35.1325875832933
MEX,ECU_XDC,EOP_RT,A,1982,10.7108013487785
MEX,ECU_XDC,EOP_RT,A,1983,8.39717411922255
MEX,ECU_XDC,EOP_RT,A,1984,7.32569690966355
MEX,ECU_XDC,EOP_RT,A,1985,3.03000526342214
MEX,ECU_XDC,EOP_RT,A,1986,1.01161905178114
MEX,ECU_XDC,EOP_RT,A,1987,0.347207395984181
MEX,ECU_XDC,EOP_RT,A,1988,0.373873621593385
MEX,ECU_XDC,EOP_RT,A,1989,0.316327863708242
MEX,ECU_XDC,EOP_RT,A,1990,0.249037233262881
MEX,ECU_XDC,EOP_RT,A,1991,0.24284199541422
MEX,ECU_XDC,EOP_RT,A,1992,0.265080575773884
MEX,ECU_XDC,EOP_RT,A,1993,0.287479010693869
MEX,ECU_XDC,EOP_RT,A,1994,0.152672618150667
MEX,ECU_XDC,EOP_RT,A,1995,0.0995611424489763
MEX,ECU_XDC,EOP_RT,A,1996,0.101655984206696
MEX,ECU_XDC,EOP_RT,A,1997,0.112036524173976
MEX,ECU_XDC,EOP_RT,A,1998,0.0868810579853955
MEX,ECU_XDC,PA_RT,A,1978,34.4770995746828
MEX,ECU_XDC,PA_RT,A,1979,31.9937464766309
MEX,ECU_XDC,PA_RT,A,1980,31.3233712448186
MEX,ECU_XDC,PA_RT,A,1981,36.4985694594406
MEX,ECU_XDC,PA_RT,A,1982,18.0695184240018
MEX,ECU_XDC,PA_RT,A,1983,9.34252806619758
MEX,ECU_XDC,PA_RT,A,1984,7.55203932875865
MEX,ECU_XDC,PA_RT,A,1985,5.10763366946123
MEX,ECU_XDC,PA_RT,A,1986,1.66592765932037
MEX,ECU_XDC,PA_RT,A,1987,0.628591208575209
MEX,ECU_XDC,PA_RT,A,1988,0.371596484016039
MEX,ECU_XDC,PA_RT,A,1989,0.368521240486083
MEX,ECU_XDC,PA_RT,A,1990,0.27929538049651
MEX,ECU_XDC,PA_RT,A,1991,0.26706637111776
MEX,ECU_XDC,PA_RT,A,1992,0.249159712017728
MEX,ECU_XDC,PA_RT,A,1993,0.273797555002922
MEX,ECU_XDC,PA_RT,A,1994,0.249281878726385
MEX,ECU_XDC,PA_RT,A,1995,0.119083270006791
MEX,ECU_XDC,PA_RT,A,1996,0.10377894123437
MEX,ECU_XDC,PA_RT,A,1997,0.111358875279002
MEX,ECU_XDC,PA_RT,A,1998,0.0977273554232936
MKD,ECU_XDC,EOP_RT,A,1993,0.0200847825541459
MKD,ECU_XDC,EOP_RT,A,1994,0.0200260539570774
MKD,ECU_XDC,EOP_RT,A,1995,0.0200343350421358
MKD,ECU_XDC,EOP_RT,A,1996,0.0192726250382354
MKD,ECU_XDC,EOP_RT,A,1997,0.0163409424628297
MKD,ECU_XDC,EOP_RT,A,1998,0.0165344545022856
MKD,ECU_XDC,PA_RT,A,1994,0.0194473767014541
MKD,ECU_XDC,PA_RT,A,1995,0.0201797950833419
MKD,ECU_XDC,PA_RT,A,1996,0.0197259005828853
MKD,ECU_XDC,PA_RT,A,1997,0.0176345639367958
MKD,ECU_XDC,PA_RT,A,1998,0.0163939181626787
MLI,ECU_XDC,EOP_RT,A,1979,0.00345039732437655
MLI,ECU_XDC,EOP_RT,A,1980,0.00338172044888543
MLI,ECU_XDC,EOP_RT,A,1981,0.00320629707173397
MLI,ECU_XDC,EOP_RT,A,1982,0.00307324563642229
MLI,ECU_XDC,EOP_RT,A,1983,0.00289573195818549
MLI,ECU_XDC,EOP_RT,A,1984,0.0029412785545398
MLI,ECU_XDC,EOP_RT,A,1985,0.00297911322069614
MLI,ECU_XDC,EOP_RT,A,1986,0.00289459598810276
MLI,ECU_XDC,EOP_RT,A,1987,0.00287350084499095
MLI,ECU_XDC,EOP_RT,A,1988,0.00281500687934678
MLI,ECU_XDC,EOP_RT,A,1989,0.00288673973393355
MLI,ECU_XDC,EOP_RT,A,1990,0.00286026432331318
MLI,ECU_XDC,EOP_RT,A,1991,0.00287941426813098
MLI,ECU_XDC,EOP_RT,A,1992,0.00299948282912682
MLI,ECU_XDC,EOP_RT,A,1993,0.00302902787178529
MLI,ECU_XDC,EOP_RT,A,1994,0.00152073001632217
MLI,ECU_XDC,EOP_RT,A,1995,0.00155285014162517
MLI,ECU_XDC,EOP_RT,A,1996,0.00152394793001475
MLI,ECU_XDC,EOP_RT,A,1997,0.00151237533852373
MLI,ECU_XDC,EOP_RT,A,1998,0.00152448772397172
MLI,ECU_XDC,EOP_RT,A,1999,
MLI,ECU_XDC,PA_RT,A,1978,0.00347852652122593
MLI,ECU_XDC,PA_RT,A,1979,0.00342997373477008
MLI,ECU_XDC,PA_RT,A,1980,0.00340261485795689
