iso3,year,value
MAR,1970,5.06049
MAR,1971,5.049959
MAR,1972,4.59248
MAR,1973,4.106921
MAR,1974,4.369767
MAR,1975,4.052487
MAR,1976,4.419312
MAR,1977,4.503346
MAR,1978,4.166671
MAR,1979,3.899134
MAR,1980,3.936646
MAR,1981,5.172296
MAR,1982,6.023022
MAR,1983,7.111323
MAR,1984,8.810536
MAR,1985,10.062494
MAR,1986,9.104442
MAR,1987,8.359225
MAR,1988,8.20915
MAR,1989,8.48817
MAR,1990,8.242342
MAR,1991,8.70655
MAR,1992,8.537875
MAR,1993,9.298709
MAR,1994,9.202715
MAR,1995,8.540236
MAR,1996,8.715876
MAR,1997,9.527107
MAR,1998,9.604416
MAR,1999,9.804419
MAR,2000,10.625636
MAR,2001,11.302975
MAR,2002,11.020583
MAR,2003,9.574383
MAR,2004,8.868017
MAR,2005,8.865008
MAR,2006,8.795583
MAR,2007,8.192333
MAR,2008,7.750325
MAR,2009,8.0571
MAR,2010,8.417158
MAR,2011,8.089875
MAR,2012,8.628445
MAR,2013,8.405504
MAR,2014,8.406337
MAR,2015,9.764348
MAR,2016,9.807476
MAR,2017,9.691998
MAR,2018,9.386102
MAR,2019,9.617076
MAR,2020,9.496847
MAR,2021,8.988484
MAR,2022,10.16066
MAR,2023,10.131426
MAR,2024,9.94235921679198
MAR,2025,
MCO,1950,
MCO,1951,
MCO,1952,
MCO,1953,
MCO,1954,
MCO,1955,
MCO,1956,
MCO,1957,
MCO,1958,
MCO,1959,
MCO,1960,
MCO,1961,
MCO,1962,
MCO,1963,
MCO,1964,
MCO,1965,
MCO,1966,
MCO,1967,
MCO,1968,
MCO,1969,
MCO,1970,0.846731
MCO,1971,0.844659
MCO,1972,0.769036
MCO,1973,0.678822
MCO,1974,0.733222
MCO,1975,0.653671
MCO,1976,0.732194
MCO,1977,0.747789
MCO,1978,0.688018
MCO,1979,0.648582
MCO,1980,0.644185
MCO,1981,0.828501
MCO,1982,1.00191
MCO,1983,1.161858
MCO,1984,1.332267
MCO,1985,1.369789
MCO,1986,1.055876
MCO,1987,0.916327
MCO,1988,0.90813
MCO,1989,0.972646
MCO,1990,0.830127
MCO,1991,0.860135
MCO,1992,0.807037
MCO,1993,0.863354
MCO,1994,0.846404
MCO,1995,0.760947
MCO,1996,0.779856
MCO,1997,0.889798
MCO,1998,0.899375
MCO,1999,0.938283
MCO,2000,1.082705
MCO,2001,1.116533
MCO,2002,1.057559
MCO,2003,0.884048
MCO,2004,0.803922
MCO,2005,0.8038
MCO,2006,0.796433
MCO,2007,0.729672
MCO,2008,0.679923
MCO,2009,0.716958
MCO,2010,0.754309
MCO,2011,0.718414
MCO,2012,0.778338
MCO,2013,0.752945
MCO,2014,0.752728
MCO,2015,0.901296
MCO,2016,0.903421
MCO,2017,0.885206
MCO,2018,0.846773
MCO,2019,0.893276
MCO,2020,0.875506
MCO,2021,0.845494
MCO,2022,0.949624
MCO,2023,0.92484
MCO,2024,
MCO,2025,
MDA,1950,
MDA,1951,
MDA,1952,
MDA,1953,
MDA,1954,
MDA,1955,
MDA,1956,
MDA,1957,
MDA,1958,
MDA,1959,
MDA,1960,
MDA,1961,
MDA,1962,
MDA,1963,
MDA,1964,
MDA,1965,
MDA,1966,
MDA,1967,
MDA,1968,
MDA,1969,
MDA,1970,
MDA,1971,
MDA,1972,
MDA,1973,
MDA,1974,
MDA,1975,
MDA,1976,
MDA,1977,
MDA,1978,
MDA,1979,
MDA,1980,
MDA,1981,
MDA,1982,
MDA,1983,
MDA,1984,
MDA,1985,
MDA,1986,
MDA,1987,
MDA,1988,
MDA,1989,
MDA,1990,0.00357835
MDA,1991,0.00836951
MDA,1992,0.0827425
MDA,1993,0.7677671
MDA,1994,2.782565
MDA,1995,3.696359
MDA,1996,4.6
MDA,1997,4.62
MDA,1998,5.37
MDA,1999,10.5242
MDA,2000,12.4334
MDA,2001,12.8668
MDA,2002,13.573
MDA,2003,13.9426
MDA,2004,12.3283
MDA,2005,12.599625
MDA,2006,13.131058
MDA,2007,12.139945
MDA,2008,10.392044
MDA,2009,11.109575
MDA,2010,12.369261
MDA,2011,11.738612
MDA,2012,12.111437
MDA,2013,12.586756
MDA,2014,14.03563
MDA,2015,18.818475
MDA,2016,19.923828
MDA,2017,18.499035
MDA,2018,16.802052
MDA,2019,17.573469
MDA,2020,17.321835
MDA,2021,17.680466
MDA,2022,18.89719
MDA,2023,18.163938
MDA,2024,17.791907688172
MDA,2025,
MDG,1950,34.968
MDG,1951,34.996
MDG,1952,34.997
MDG,1953,34.996
MDG,1954,34.997
MDG,1955,34.997
MDG,1956,34.979
MDG,1957,36.164083
MDG,1958,42.586475
MDG,1959,49.3707
MDG,1960,49.3706
MDG,1961,49.3706
MDG,1962,49.3706
MDG,1963,49.3706
MDG,1964,49.3706
MDG,1965,49.3706
MDG,1966,49.3706
MDG,1967,49.3706
MDG,1968,49.3706
MDG,1969,51.941975
MDG,1970,55.5419
MDG,1971,55.426325
MDG,1972,50.405333
MDG,1973,44.577667
MDG,1974,48.14075
MDG,1975,42.862417
MDG,1976,47.789917
MDG,1977,49.13575
MDG,1978,45.131
MDG,1979,42.544167
MDG,1980,42.25575
MDG,1981,54.346083
MDG,1982,69.947167
MDG,1983,86.089833
MDG,1984,115.3285
MDG,1985,132.4955
MDG,1986,135.268167
MDG,1987,213.842667
MDG,1988,281.421333
MDG,1989,320.6875
MDG,1990,298.829333
MDG,1991,367.072
MDG,1992,372.793333
MDG,1993,382.7565
MDG,1994,613.467167
MDG,1995,853.126333
MDG,1996,812.250333
MDG,1997,1018.177167
MDG,1998,1088.279667
MDG,1999,1256.755
MDG,2000,1353.496167
MDG,2001,1317.698833
MDG,2002,1366.391167
MDG,2003,1238.327667
MDG,2004,1868.857833
MDG,2005,2003.025833
MDG,2006,2142.301667
MDG,2007,1873.876667
MDG,2008,1708.370833
MDG,2009,1956.205833
MDG,2010,2089.95
MDG,2011,2025.1175
MDG,2012,2194.966667
MDG,2013,2206.914167
MDG,2014,2414.811667
MDG,2015,2933.508333
MDG,2016,3176.539167
MDG,2017,3116.11
MDG,2018,3334.752255
MDG,2019,3618.321858
MDG,2020,3787.754058
MDG,2021,3829.977849
MDG,2022,4096.116184
MDG,2023,4429.579214
MDG,2024,
MDG,2025,
MDV,1950,4.7619000037619
MDV,1951,4.7619000037619
MDV,1952,4.7619000037619
MDV,1953,4.7619000037619
MDV,1954,4.7619000037619
MDV,1955,4.7619000037619
MDV,1956,4.7619000037619
MDV,1957,4.7619000037619
MDV,1958,4.7619000037619
MDV,1959,4.7619000037619
MDV,1960,4.76
MDV,1961,4.76
MDV,1962,4.76
MDV,1963,4.75
MDV,1964,4.75
MDV,1965,4.76
MDV,1966,4.76
MDV,1967,4.76
MDV,1968,4.75
MDV,1969,4.75
MDV,1970,4.75
MDV,1971,4.73
MDV,1972,4.37
MDV,1973,3.99
MDV,1974,3.93
MDV,1975,5.76
MDV,1976,8.36
MDV,1977,8.77
MDV,1978,8.97
MDV,1979,7.49
MDV,1980,7.55
MDV,1981,7.55
MDV,1982,7.173667
MDV,1983,7.05
MDV,1984,7.05
MDV,1985,7.098
MDV,1986,7.151
MDV,1987,9.223
MDV,1988,8.785
MDV,1989,9.041
MDV,1990,9.552
MDV,1991,10.253
MDV,1992,10.569167
MDV,1993,10.9569
MDV,1994,11.58575
MDV,1995,11.77
MDV,1996,11.77
MDV,1997,11.77
MDV,1998,11.77
MDV,1999,11.77
MDV,2000,11.77
MDV,2001,12.242083
MDV,2002,12.8
MDV,2003,12.8
MDV,2004,12.8
MDV,2005,12.8
MDV,2006,12.8
MDV,2007,12.8
MDV,2008,12.8
MDV,2009,12.8
MDV,2010,12.8
MDV,2011,14.602008
MDV,2012,15.364835
MDV,2013,15.36671
MDV,2014,15.380394
MDV,2015,15.366331
MDV,2016,15.368408
MDV,2017,15.386969
MDV,2018,15.390837
MDV,2019,15.382042
MDV,2020,15.38127
MDV,2021,15.372698
MDV,2022,15.386625
MDV,2023,15.386794
MDV,2024,15.3891963292547
MDV,2025,
MEX,1950,0.00865
MEX,1951,0.00865
MEX,1952,0.00865
MEX,1953,0.00865
MEX,1954,0.0125
MEX,1955,0.0125
MEX,1956,0.0125
MEX,1957,0.0125
MEX,1958,0.0125
MEX,1959,0.0125
MEX,1960,0.0125
MEX,1961,0.0125
MEX,1962,0.0125
MEX,1963,0.0125
MEX,1964,0.0125
MEX,1965,0.0125
MEX,1966,0.0125
MEX,1967,0.0125
MEX,1968,0.0125
MEX,1969,0.0125
MEX,1970,0.0125
MEX,1971,0.0125
MEX,1972,0.0125
MEX,1973,0.0125
MEX,1974,0.0125
MEX,1975,0.0125
MEX,1976,0.015426
MEX,1977,0.022573
MEX,1978,0.022767
MEX,1979,0.022805
MEX,1980,0.022951
MEX,1981,0.024515
MEX,1982,0.056402
MEX,1983,0.120094
MEX,1984,0.167828
MEX,1985,0.256872
MEX,1986,0.611773
MEX,1987,1.378183
MEX,1988,2.273105
MEX,1989,2.461473
MEX,1990,2.812599
MEX,1991,3.01843
MEX,1992,3.094898
MEX,1993,3.115617
MEX,1994,3.375117
MEX,1995,6.419425
MEX,1996,7.599448
MEX,1997,7.91846
MEX,1998,9.136042
MEX,1999,9.560398
MEX,2000,9.455558
MEX,2001,9.342342
MEX,2002,9.655958
MEX,2003,10.789019
MEX,2004,11.285967
MEX,2005,10.897892
MEX,2006,10.899242
MEX,2007,10.928192
MEX,2008,11.129717
MEX,2009,13.513475
MEX,2010,12.636008
MEX,2011,12.423325
MEX,2012,13.169458
MEX,2013,12.771992
MEX,2014,13.29245
MEX,2015,15.848267
MEX,2016,18.664058
MEX,2017,18.926517
MEX,2018,19.244342
MEX,2019,19.263633
MEX,2020,21.485608
MEX,2021,20.272408
MEX,2022,20.12735
MEX,2023,17.758717
MEX,2024,18.3048583333333
MEX,2025,
MHL,1950,
MHL,1951,
MHL,1952,
MHL,1953,
MHL,1954,
MHL,1955,
MHL,1956,
MHL,1957,
MHL,1958,
MHL,1959,
MHL,1960,
MHL,1961,
MHL,1962,
MHL,1963,
MHL,1964,
MHL,1965,
MHL,1966,
MHL,1967,
MHL,1968,
MHL,1969,
MHL,1970,1
MHL,1971,1
MHL,1972,1
MHL,1973,1
MHL,1974,1
MHL,1975,1
MHL,1976,1
MHL,1977,1
MHL,1978,1
MHL,1979,1
MHL,1980,1
MHL,1981,1
MHL,1982,1
MHL,1983,1
MHL,1984,1
MHL,1985,1
MHL,1986,1
MHL,1987,1
MHL,1988,1
MHL,1989,1
MHL,1990,1
MHL,1991,1
MHL,1992,1
MHL,1993,1
MHL,1994,1
MHL,1995,1
MHL,1996,1
MHL,1997,1
MHL,1998,1
MHL,1999,1
MHL,2000,1
MHL,2001,1
MHL,2002,1
MHL,2003,1
MHL,2004,1
MHL,2005,1
MHL,2006,1
MHL,2007,1
MHL,2008,1
MHL,2009,1
MHL,2010,1
MHL,2011,1
MHL,2012,1
MHL,2013,1
MHL,2014,1
MHL,2015,1
MHL,2016,1
MHL,2017,1
MHL,2018,1
MHL,2019,1
MHL,2020,1
MHL,2021,1
MHL,2022,1
MHL,2023,1
MHL,2024,
MHL,2025,
MKD,1950,
MKD,1951,
MKD,1952,
MKD,1953,
MKD,1954,
MKD,1955,
MKD,1956,
MKD,1957,
MKD,1958,
MKD,1959,
MKD,1960,
MKD,1961,
MKD,1962,
MKD,1963,
MKD,1964,
MKD,1965,
MKD,1966,
MKD,1967,
MKD,1968,
MKD,1969,
MKD,1970,
MKD,1971,
MKD,1972,
MKD,1973,
MKD,1974,
MKD,1975,
MKD,1976,
MKD,1977,
MKD,1978,
MKD,1979,
MKD,1980,
MKD,1981,
MKD,1982,
MKD,1983,
MKD,1984,
MKD,1985,
MKD,1986,
MKD,1987,
MKD,1988,
MKD,1989,
MKD,1990,0.1132
MKD,1991,0.196
MKD,1992,5.091
MKD,1993,23.2
MKD,1994,43.263183
MKD,1995,37.881758
MKD,1996,39.981075
MKD,1997,50.00355
MKD,1998,54.461733
MKD,1999,56.901828
MKD,2000,65.903867
MKD,2001,68.037133
MKD,2002,64.349792
MKD,2003,54.322258
MKD,2004,49.409933
MKD,2005,49.283683
MKD,2006,48.801767
MKD,2007,44.729817
MKD,2008,41.867683
MKD,2009,44.100575
MKD,2010,46.485392
MKD,2011,44.230825
MKD,2012,47.89025
MKD,2013,46.395342
MKD,2014,46.437131
MKD,2015,55.537075
MKD,2016,55.731725
MKD,2017,54.665458
MKD,2018,52.107108
MKD,2019,54.9472
MKD,2020,54.144325
MKD,2021,52.102158
MKD,2022,58.574392
MKD,2023,56.947192
MKD,2024,56.8726333333333
MKD,2025,
MLI,1950,174.840666544651
MLI,1951,174.980667078374
MLI,1952,174.985667097436
MLI,1953,174.980667078374
MLI,1954,174.985667097436
MLI,1955,174.985667097436
MLI,1956,174.895666754328
MLI,1957,180.821105973032
MLI,1958,210.238718125891
MLI,1959,245.213434789085
MLI,1960,245.195101
MLI,1961,245.260102
MLI,1962,245.013851
MLI,1963,245.016351
MLI,1964,245.027184
MLI,1965,245.060934
MLI,1966,245.678437
MLI,1967,246.000938
MLI,1968,247.564694
MLI,1969,259.960574
MLI,1970,276.403137
MLI,1971,275.356457
MLI,1972,252.027627
MLI,1973,222.889183
MLI,1974,240.704668
MLI,1975,214.3129
MLI,1976,238.950494
MLI,1977,245.679687
MLI,1978,225.65586
MLI,1979,212.721644
MLI,1980,211.279555
MLI,1981,271.731453
MLI,1982,328.606253
MLI,1983,381.066036
MLI,1984,436.956666
MLI,1985,449.262963
MLI,1986,346.305904
MLI,1987,300.536562
MLI,1988,297.848219
MLI,1989,319.008299
MLI,1990,272.264788
MLI,1991,282.106909
MLI,1992,264.691801
MLI,1993,283.162579
MLI,1994,555.204696
MLI,1995,499.148426
MLI,1996,511.55243
MLI,1997,583.669372
MLI,1998,589.951775
MLI,1999,615.473349
MLI,2000,710.207977
MLI,2001,732.397693
MLI,2002,693.713227
MLI,2003,579.897426
MLI,2004,527.338032
MLI,2005,527.258363
MLI,2006,522.425625
MLI,2007,478.633718
MLI,2008,446.000041
MLI,2009,470.293423
MLI,2010,494.794262
MLI,2011,471.248626
MLI,2012,510.556338
MLI,2013,493.899624
MLI,2014,493.75733
MLI,2015,591.211698
MLI,2016,592.605615
MLI,2017,580.65675
MLI,2018,555.446458
MLI,2019,585.911013
MLI,2020,575.586005
MLI,2021,554.530675
MLI,2022,623.759701
MLI,2023,606.56975
MLI,2024,606.345297609063
MLI,2025,
MLT,1950,0.831919
MLT,1951,0.831919
MLT,1952,0.831919
MLT,1953,0.831919
MLT,1954,0.831919
MLT,1955,0.831919
MLT,1956,0.831919
MLT,1957,0.831919
MLT,1958,0.831919
MLT,1959,0.831919
MLT,1960,0.831919
MLT,1961,0.831919
MLT,1962,0.831919
MLT,1963,0.831919
MLT,1964,0.831919
MLT,1965,0.831919
MLT,1966,0.831919
MLT,1967,0.843474
MLT,1968,0.970573
MLT,1969,0.970573
MLT,1970,0.970573
MLT,1971,0.948305
MLT,1972,0.888835
MLT,1973,0.859065
MLT,1974,0.897931
MLT,1975,0.896304
MLT,1976,0.9903
MLT,1977,0.983716
MLT,1978,0.897702
MLT,1979,0.83501
MLT,1980,0.804628
MLT,1981,0.900771
MLT,1982,0.960034
MLT,1983,1.007336
MLT,1984,1.073921
MLT,1985,1.092837
MLT,1986,0.915426
MLT,1987,0.804779
MLT,1988,0.770689
MLT,1989,0.811769
MLT,1990,0.740252
MLT,1991,0.752952
MLT,1992,0.742892
MLT,1993,0.890495
MLT,1994,0.880319
MLT,1995,0.822406
MLT,1996,0.839636
MLT,1997,0.899059
MLT,1998,0.904867
MLT,1999,0.929183
MLT,2000,1.020615
MLT,2001,1.048315
MLT,2002,1.010064
MLT,2003,0.878717
MLT,2004,0.802849
MLT,2005,0.805445
MLT,2006,0.794069
MLT,2007,0.726007
MLT,2008,0.679923
MLT,2009,0.716958
MLT,2010,0.754309
MLT,2011,0.718414
MLT,2012,0.778338
MLT,2013,0.752945
MLT,2014,0.752728
MLT,2015,0.901296
MLT,2016,0.903421
MLT,2017,0.885206
MLT,2018,0.846773
MLT,2019,0.893276
MLT,2020,0.875506
MLT,2021,0.845494
MLT,2022,0.949624
MLT,2023,0.92484
MLT,2024,0.92389
MLT,2025,
MMR,1950,4.7619000037619
MMR,1951,4.7619000037619
MMR,1952,4.7619000037619
MMR,1953,4.7619000037619
MMR,1954,4.7619000037619
MMR,1955,4.7619000037619
MMR,1956,4.7619000037619
MMR,1957,4.7619000037619
MMR,1958,4.7619000037619
MMR,1959,4.7619000037619
MMR,1960,11.229167
MMR,1961,10.3025
MMR,1962,10.295833
MMR,1963,12.479167
MMR,1964,16.4625
MMR,1965,20.770833
MMR,1966,25.629167
MMR,1967,19.5
MMR,1968,16.681667
MMR,1969,17.338333
MMR,1970,18.205833
MMR,1971,17.766667
MMR,1972,16.266667
MMR,1973,16.304167
MMR,1974,15.7875
MMR,1975,22.125
MMR,1976,22.766667
MMR,1977,33.904167
MMR,1978,33.995833
MMR,1979,37.104167
MMR,1980,37.1875
MMR,1981,38.595833
MMR,1982,31.604167
MMR,1983,36.0625
MMR,1984,41.1
MMR,1985,37.858333
MMR,1986,37.291667
MMR,1987,43.968182
MMR,1988,49.473485
MMR,1989,61.916667
MMR,1990,71.833333
MMR,1991,90.25
MMR,1992,103.416667
MMR,1993,113.916667
MMR,1994,106.666667
MMR,1995,114.333333
MMR,1996,129.333333
MMR,1997,237.069167
MMR,1998,249.2121
MMR,1999,258.0845
MMR,2000,286.6607
MMR,2001,547.7905
MMR,2002,829.9734
MMR,2003,737.2251
MMR,2004,859.1487
MMR,2005,1025.0099
MMR,2006,1162.0545
MMR,2007,1156.2561
MMR,2008,917.481
MMR,2009,918.3838
MMR,2010,802.909
MMR,2011,772.0899
MMR,2012,855.207613
MMR,2013,962.533319
MMR,2014,995.017015
MMR,2015,1218.81816
MMR,2016,1258.964063
MMR,2017,1355.698288
MMR,2018,1477.211096
MMR,2019,1500.475123
MMR,2020,1365.925642
MMR,2021,1710.448335
MMR,2022,2013.378495
MMR,2023,2100
MMR,2024,
MMR,2025,
MNE,1950,
MNE,1951,
MNE,1952,
MNE,1953,
MNE,1954,
MNE,1955,
MNE,1956,
MNE,1957,
MNE,1958,
MNE,1959,
MNE,1960,
MNE,1961,
MNE,1962,
MNE,1963,
MNE,1964,
MNE,1965,
MNE,1966,
MNE,1967,
MNE,1968,
MNE,1969,
MNE,1970,
MNE,1971,
MNE,1972,
MNE,1973,
MNE,1974,
MNE,1975,
MNE,1976,
MNE,1977,
MNE,1978,
MNE,1979,
MNE,1980,
MNE,1981,
MNE,1982,
MNE,1983,
MNE,1984,
MNE,1985,
MNE,1986,
MNE,1987,
MNE,1988,
MNE,1989,
MNE,1990,
MNE,1991,
MNE,1992,
MNE,1993,
MNE,1994,
MNE,1995,
MNE,1996,
MNE,1997,0.886608669124276
MNE,1998,0.896
MNE,1999,0.938283
MNE,2000,1.082705
MNE,2001,1.1166
MNE,2002,1.0589
MNE,2003,0.8843
MNE,2004,0.8054
MNE,2005,0.8041
MNE,2006,0.7971
MNE,2007,0.7306
MNE,2008,0.6827
MNE,2009,0.7198
MNE,2010,0.754309
MNE,2011,0.718414
MNE,2012,0.778338
MNE,2013,0.752945
MNE,2014,0.752728
MNE,2015,0.901296
MNE,2016,0.903421
MNE,2017,0.885206
MNE,2018,0.846773
MNE,2019,0.8933
MNE,2020,0.877475
MNE,2021,0.845377
MNE,2022,0.950916
MNE,2023,0.92471
MNE,2024,0.924367447270267
MNE,2025,
MNG,1950,
MNG,1951,
MNG,1952,
MNG,1953,
MNG,1954,
MNG,1955,
MNG,1956,
MNG,1957,
MNG,1958,
MNG,1959,
MNG,1960,
MNG,1961,
MNG,1962,
MNG,1963,
MNG,1964,
MNG,1965,
MNG,1966,
MNG,1967,
MNG,1968,
MNG,1969,
MNG,1970,
MNG,1971,
MNG,1972,
MNG,1973,
MNG,1974,
MNG,1975,
MNG,1976,
MNG,1977,
MNG,1978,
MNG,1979,
MNG,1980,3
MNG,1981,3
MNG,1982,3
MNG,1983,3
MNG,1984,4
MNG,1985,4
MNG,1986,3
MNG,1987,3
MNG,1988,3
MNG,1989,3
MNG,1990,5
MNG,1991,9.5
MNG,1992,42.6
MNG,1993,296.3
MNG,1994,412.72
MNG,1995,448.61
MNG,1996,548.403
MNG,1997,789.99
MNG,1998,840.828333
MNG,1999,1021.868
MNG,2000,1076.6701
MNG,2001,1097.6975
MNG,2002,1110.3101
MNG,2003,1146.54
MNG,2004,1185.28
MNG,2005,1205.246667
MNG,2006,1179.699167
MNG,2007,1170.400833
MNG,2008,1165.804167
MNG,2009,1437.795
MNG,2010,1357.064167
MNG,2011,1265.515833
MNG,2012,1357.58
MNG,2013,1523.9275
MNG,2014,1817.938708
MNG,2015,1970.309167
MNG,2016,2140.290864
MNG,2017,2439.777201
MNG,2018,2472.484051
MNG,2019,2663.541398
MNG,2020,2813.289835
MNG,2021,2849.288615
MNG,2022,3140.677884
MNG,2023,3465.736536
MNG,2024,
MNG,2025,
MNP,1950,
MNP,1951,
MNP,1952,
MNP,1953,
MNP,1954,
MNP,1955,
MNP,1956,
MNP,1957,
MNP,1958,
MNP,1959,
MNP,1960,
MNP,1961,
MNP,1962,
MNP,1963,
MNP,1964,
MNP,1965,
MNP,1966,
MNP,1967,
MNP,1968,
MNP,1969,
MNP,1970,
MNP,1971,
MNP,1972,
MNP,1973,
MNP,1974,
MNP,1975,
MNP,1976,
MNP,1977,
MNP,1978,
MNP,1979,
MNP,1980,
MNP,1981,
MNP,1982,
MNP,1983,
MNP,1984,
MNP,1985,
MNP,1986,
MNP,1987,
MNP,1988,
MNP,1989,
MNP,1990,
MNP,1991,
MNP,1992,
MNP,1993,
MNP,1994,
MNP,1995,
MNP,1996,
MNP,1997,
MNP,1998,
MNP,1999,
MNP,2000,
MNP,2001,
MNP,2002,1
MNP,2003,1
MNP,2004,1
MNP,2005,1
MNP,2006,1
MNP,2007,1
MNP,2008,1
MNP,2009,1
MNP,2010,1
MNP,2011,1
MNP,2012,1
MNP,2013,1
MNP,2014,1
MNP,2015,1
MNP,2016,1
MNP,2017,1
MNP,2018,1
MNP,2019,1
MNP,2020,1
MNP,2021,1
MNP,2022,1
MNP,2023,1
MNP,2024,
MNP,2025,
MOZ,1950,0.02875000002875
MOZ,1951,0.02875000002875
MOZ,1952,0.02875000002875
MOZ,1953,0.02875000002875
MOZ,1954,0.02875000002875
MOZ,1955,0.02875000002875
MOZ,1956,0.02875000002875
MOZ,1957,0.02875000002875
MOZ,1958,0.02875000002875
MOZ,1959,0.02875000002875
MOZ,1960,0.02875
MOZ,1961,0.02875
MOZ,1962,0.02875
MOZ,1963,0.02875
MOZ,1964,0.02875
MOZ,1965,0.02875
MOZ,1966,0.02875
MOZ,1967,0.02875
MOZ,1968,0.02875
MOZ,1969,0.02875
MOZ,1970,0.02875
MOZ,1971,0.028312
MOZ,1972,0.027053
MOZ,1973,0.024515
MOZ,1974,0.025408
MOZ,1975,0.025553
MOZ,1976,0.030229
MOZ,1977,0.030407
MOZ,1978,0.03
MOZ,1979,0.03
MOZ,1980,0.0324
MOZ,1981,0.035349
MOZ,1982,0.03777
MOZ,1983,0.040183
MOZ,1984,0.042443
MOZ,1985,0.043181
MOZ,1986,0.040429
MOZ,1987,0.290731
MOZ,1988,0.524645
MOZ,1989,0.744918
MOZ,1990,0.929089
MOZ,1991,1.434468
MOZ,1992,2.516554
MOZ,1993,3.874237
MOZ,1994,6.038588
MOZ,1995,9.024333
MOZ,1996,11.2937
MOZ,1997,11.543583
MOZ,1998,11.874583
MOZ,1999,12.775112
MOZ,2000,15.2272
MOZ,2001,20.703641
MOZ,2002,23.677957
MOZ,2003,23.782267
MOZ,2004,22.581343
MOZ,2005,23.060965
MOZ,2006,25.400779
MOZ,2007,25.840341
MOZ,2008,24.300642
MOZ,2009,27.5183
MOZ,2010,33.960099
MOZ,2011,29.0676
MOZ,2012,28.372984
MOZ,2013,30.104111
MOZ,2014,31.352688
MOZ,2015,39.982474
MOZ,2016,63.056233
MOZ,2017,63.584323
MOZ,2018,60.326208
MOZ,2019,62.548333
MOZ,2020,69.465
MOZ,2021,65.465
MOZ,2022,63.850833
MOZ,2023,63.885833
MOZ,2024,63.905
MOZ,2025,
MRT,1950,3.4968
MRT,1951,3.4996
MRT,1952,3.4997
MRT,1953,3.4996
MRT,1954,3.4997
MRT,1955,3.4997
MRT,1956,3.4979
MRT,1957,3.61640833258333
MRT,1958,4.19722499940833
MRT,1959,4.93699111607702
MRT,1960,4.936991
MRT,1961,4.936991
MRT,1962,4.936991
MRT,1963,4.936991
MRT,1964,4.936991
MRT,1965,4.936991
MRT,1966,4.936991
MRT,1967,4.936991
MRT,1968,4.936991
MRT,1969,5.194157
MRT,1970,5.55419
MRT,1971,5.542633
MRT,1972,5.04967
MRT,1973,4.457767
MRT,1974,4.533333
MRT,1975,4.310425
MRT,1976,4.502225
MRT,1977,4.558708
MRT,1978,4.61625
MRT,1979,4.58925
MRT,1980,4.591408
MRT,1981,4.829583
MRT,1982,5.176917
MRT,1983,5.481167
MRT,1984,6.380333
MRT,1985,7.7085
MRT,1986,7.4375
MRT,1987,7.387833
MRT,1988,7.526083
MRT,1989,8.3051
MRT,1990,8.0609
MRT,1991,8.194583
MRT,1992,8.702675
MRT,1993,12.080583
MRT,1994,12.3575
MRT,1995,12.976833
MRT,1996,13.722167
MRT,1997,15.185333
MRT,1998,18.847583
MRT,1999,20.951417
MRT,2000,23.892333
MRT,2001,25.562917
MRT,2002,27.173917
MRT,2003,26.303
MRT,2004,26.5333
MRT,2005,26.56
MRT,2006,26.86
MRT,2007,25.858667
MRT,2008,23.820333
MRT,2009,26.236583
MRT,2010,27.589417
MRT,2011,28.111833
MRT,2012,29.662
MRT,2013,30.068167
MRT,2014,30.2725
MRT,2015,32.467167
MRT,2016,35.237083
MRT,2017,35.794417
MRT,2018,35.6775
MRT,2019,36.690833
MRT,2020,37.189167
MRT,2021,36.063333
MRT,2022,36.935
MRT,2023,36.4891666667
MRT,2024,
MRT,2025,
MSR,1950,
MSR,1951,
MSR,1952,
MSR,1953,
MSR,1954,
MSR,1955,
MSR,1956,
MSR,1957,1.71826960856376
MSR,1958,1.70825660983554
MSR,1959,1.70887657152788
MSR,1960,1.70961702841091
MSR,1961,1.71291095701782
MSR,1962,1.7095242518763
MSR,1963,1.71411776296767
MSR,1964,1.71888299498004
MSR,1965,1.71660560811339
MSR,1966,1.71844256631444
MSR,1967,1.75072474621063
MSR,1968,2.00528309670948
MSR,1969,2.00808795935344
MSR,1970,2.00337610955604
MSR,1971,1.96436639521809
MSR,1972,1.92187214711948
MSR,1973,1.95921923213959
MSR,1974,2.05323240904611
MSR,1975,2.16979583333333
MSR,1976,2.61467083333333
MSR,1977,2.7
MSR,1978,2.7
MSR,1979,2.7
MSR,1980,2.7
MSR,1981,2.7
MSR,1982,2.7
MSR,1983,2.7
MSR,1984,2.7
MSR,1985,2.7
MSR,1986,2.7
MSR,1987,2.7
MSR,1988,2.7
MSR,1989,2.7
MSR,1990,2.7
MSR,1991,2.7
MSR,1992,2.7
MSR,1993,2.7
MSR,1994,2.7
MSR,1995,2.7
MSR,1996,2.7
MSR,1997,2.7
MSR,1998,2.7
MSR,1999,2.7
MSR,2000,2.7
MSR,2001,2.7
MSR,2002,2.7
MSR,2003,2.7
MSR,2004,2.7
MSR,2005,2.7
MSR,2006,2.7
MSR,2007,2.7
MSR,2008,2.7
MSR,2009,2.7
MSR,2010,2.7
MSR,2011,2.7
MSR,2012,2.7
MSR,2013,2.7
MSR,2014,2.7
MSR,2015,2.7
MSR,2016,2.7
