clean_org,Year,Organisation,Org_type,Local_type,PC.USD.m,TV.USD.m,Cash.USD,Vouchers.USD,Source.PC,Source.TV,Comment,Reasons.for.year-on-year.change,source,destinationObjects_Organization.organizationSubTypes,destinationObjects_Organization.name,PC.USD.m_subgrant,PC.USD.m_undoubled
malteser international order of malta world relief,2022,Malteser International Order of Malta World Relief,NGO,,0.709328,0.560747453391043,,,,,,,FTS,International NGOs,Malteser International Order of Malta World Relief,0,0.709328
malteser international order of malta world relief,2023,Malteser International Order of Malta World Relief,NGO,,2.476806,1.9814448,,,,,,,FTS,International NGOs,Malteser International Order of Malta World Relief,0,2.476806
malteser international order of malta world relief,2024,Malteser International Order of Malta World Relief,NGO,,0.29430804,0.235446432,,,,,,,FTS,International NGOs,Malteser International Order of Malta World Relief,0,0.29430804
maram foundation for relief and development,2021,Maram Foundation for Relief and Development,NGO,,0.02097351,0.0165289673580337,,,,,,,FTS,International NGOs,Maram Foundation for Relief and Development,0,0.02097351
meals4hope,2021,Meals4Hope,NGO,,0.1652684,0.130246009795902,,,,,,,FTS,International NGOs,Meals4Hope,0,0.1652684
medair,2015,Medair,NGO,International,3.97596803749597,2.9,,,Estimate,Survey,,,Survey,,,0,3.97596803749597
medair,2016,Medair,NGO,International,4.75539156301062,3.46849758415463,,,CALP estimate for missing org. data,Estimate,,,Survey,,,0,4.75539156301062
medair,2018,Medair,NGO,,5.547996,4.23073369743563,,,,,,,FTS,International NGOs,MEDAIR,0,5.547996
medair,2019,Medair,NGO,,1.902724,1.46178117296191,,,,,,,FTS,International NGOs,MEDAIR,0,1.902724
medair,2020,Medair,NGO,,1.665997,1.3002677209456,,,,,,,FTS,International NGOs,MEDAIR,0,1.665997
medair,2021,Medair,NGO,International,3.18057125,2.544457,2.502066,0.042391,Survey,Survey,They estimate internally that 80% of projects will be directly transferred to recipients,,Survey,,,0,3.18057125
medair,2022,Medair,NGO,International,9.315386,7.452309,7.452309,,Survey,Survey,,,Survey,,,0,9.315386
medair,2023,Medair,NGO,International,11.1499210375,8.91993683,8.91993683,0,Survey,Survey,,,Survey,,,0.385108,10.7648130375
medair,2024,Medair,NGO,,5.81205181,4.649641448,,,,,,,FTS,International NGOs,MEDAIR,0,5.81205181
medecins du monde belgium,2016,Medecins du monde Belgium,NGO,International,0.44276,0.322941227869793,,,Survey,Estimate,"Unknown whether value is PC or TV, so assumed it's PC to avoid overestimation.",,Survey,,,0,0.44276
medici con l africa cuamm,2024,Medici con l'Africa CUAMM,NGO,,0.054655,0.043724,,,,,,,FTS,International NGOs,Medici con l'Africa CUAMM,0,0.054655
mennonite central committee,2021,Mennonite Central Committee,NGO,,0.5472176,0.431255514605878,,,,,,,FTS,International NGOs,Mennonite Central Committee,0,0.5472176
mercy corps,2015,Mercy Corps,NGO,International,119.506857,87.1661648261807,,,Survey,Estimate,,,Survey,,,0,119.506857
mercy corps,2016,Mercy Corps,NGO,International,33.81,24.6604095091645,,,Survey,Estimate,"Unknown whether value is PC or TV, so assumed it's PC to avoid overestimation.",,Survey,,,0,33.81
mercy corps,2017,Mercy Corps,NGO,International,67.3497194648024,51.358856,,,Estimate,Survey,,,Survey,,,0,67.3497194648024
mercy corps,2018,Mercy Corps,NGO,International,49.149805,48.224813,32.412978,15.811835,Survey,Survey,,,Survey,,,0,49.149805
mercy corps,2019,Mercy Corps,NGO,International,45.9767416313682,35.321957,19.261673,16.060284,Estimate,Survey,,,Survey,,,0,45.9767416313682
mercy corps,2020,Mercy Corps,NGO,International,72.9251488682998,56.9161992,37.60212888,19.31407032,Estimate,Survey,,,Survey,,,0,72.9251488682998
mercy corps,2021,Mercy Corps,NGO,International,80.2305082444505,63.22868475,47.04411873,16.18456602,Estimate,Survey,,,Survey,,,0,80.2305082444505
mercy corps,2022,Mercy Corps,NGO,International,85.9108251269707,67.915374,53.241187,14.674187,Estimate,Survey,,Increase mainly due to Ukraine response,Survey,,,0,85.9108251269707
mercy corps,2023,Mercy Corps,NGO,International,112.2376248,93.531354,80.357254,13.1741,Estimate,Survey,,,Survey,,,0,112.2376248
mercy corps,2024,Mercy Corps,NGO,,74.69490245,59.75592196,,,,,,,FTS,International NGOs,Mercy Corps,0,74.69490245
mercy corps,2024,Mercy Corps,NGO,,0.7,0.56,,,,,,,FTS,International NGOs,Mercy Corps Europe,0,0.7
mercy corps mercy corps europe,2024,Mercy Corps; Mercy Corps Europe,NGO,,0.2756,0.22048,,,,,,,FTS,International NGOs; International NGOs,Mercy Corps; Mercy Corps Europe,0,0.2756
mercy usa for aid and development,2019,Mercy-USA for Aid and Development,NGO,,0.075,0.0576192805536395,,,,,,,FTS,International NGOs,Mercy-USA for Aid and Development,0,0.075
mercy usa for aid and development,2021,Mercy-USA for Aid and Development,NGO,,0.8159495,0.6430398465161,,,,,,,FTS,International NGOs,Mercy-USA for Aid and Development,0,0.8159495
mercy without limits,2023,Mercy Without Limits,NGO,,0.157804,0.1262432,,,,,,,FTS,International NGOs,Mercy Without Limits,0,0.157804
mines advisory group,2024,Mines Advisory Group,NGO,,0.06664,0.053312,,,,,,,FTS,International NGOs,Mines Advisory Group,0,0.06664
mission east,2022,Mission East,NGO,,0.343947,0.271901580582592,,,,,,,FTS,International NGOs,Mission East,0,0.343947
mission east,2024,Mission East,NGO,,1.42655,1.14124,,,,,,,FTS,International NGOs,Mission East,0,1.42655
mission enfance,2024,Mission Enfance,NGO,,0.016251,0.0130008,,,,,,,FTS,International NGOs,Mission Enfance,0,0.016251
mobile humanitarian agency,2024,Mobile Humanitarian Agency,NGO,,0.04,0.032,,,,,,,FTS,National NGOs/CSOs,Mobile Humanitarian Agency,0,0.04
mothers and children multisectoral development organization,2024,Mothers and Children Multisectoral Development Organization,NGO,,0.370877,0.2967016,,,,,,,FTS,National NGOs/CSOs,Mothers and Children Multisectoral Development Organization,0,0.370877
mozambique government of,2020,"Mozambique, Government of",Other,,0.235018,0.183425491907364,,,,,,,FTS,National Governments,"Mozambique, Government of",0,0.235018
muslim aid,2018,Muslim Aid,NGO,,0.109102,0.0831978804342364,,,,,,,FTS,International NGOs,Muslim Aid,0,0.109102
muslim aid,2019,Muslim Aid,NGO,,0.01499475,0.0115198227610892,,,,,,,FTS,International NGOs,Muslim Aid,0,0.01499475
muslim hands,2017,Muslim Hands,NGO,International,3.20161942798248,2.64961607833033,1.32480803916516,1.32480803916516,Survey,Survey,,,Survey,,,0,3.20161942798248
muslim hands,2018,Muslim Hands,NGO,International,6.11960229783473,5.06449845338047,2.27902430402121,2.78547414935926,Survey,Survey,,,Survey,,,0,6.11960229783473
muslim hands,2023,Muslim Hands,NGO,International,1.561077948085,1.36066875137253,1.36066875137253,0,Survey,Survey,,,Survey,,,0,1.561077948085
muzun for humanitarian and development,2024,Muzun for Humanitarian and Development,NGO,,0.3976,0.31808,,,,,,,FTS,National NGOs/CSOs,Muzun for Humanitarian and Development,0,0.3976
médecins du monde,2018,Médecins du Monde,NGO,,0.715089,0.545305210920402,,,,,,,FTS,International NGOs,Médecins du Monde,0,0.715089
médecins du monde,2019,Médecins du Monde,NGO,,1.87497863,1.44046559618732,,,,,,,FTS,International NGOs,Médecins du Monde,0,1.87497863
médecins du monde,2020,Médecins du Monde,NGO,,0.758173,0.591734486192043,,,,,,,FTS,International NGOs,Médecins du Monde,0,0.758173
médecins du monde,2021,Médecins du Monde,NGO,,0.111271,0.0876913176142555,,,,,,,FTS,International NGOs,Médecins du Monde,0,0.111271
médecins du monde canada,2022,Médecins du Monde Canada,NGO,,1.174628,0.928582629871955,,,,,,,FTS,International NGOs,Médecins du Monde Canada,0,1.174628
médecins du monde canada,2023,Médecins du Monde Canada,NGO,,1.174628,0.9397024,,,,,,,FTS,International NGOs,Médecins du Monde Canada,0,1.174628
médecins sans frontières,2023,Médecins Sans Frontières,NGO,,0.893855,0.715084,,,,,,,FTS,International NGOs,Médecins Sans Frontières,0,0.893855
médicos del mundo spain,2020,Médicos del Mundo Spain,NGO,,1.851059,1.44470384236336,,,,,,,FTS,International NGOs,Médicos del Mundo Spain,0,1.851059
médicos del mundo spain,2021,Médicos del Mundo Spain,NGO,,0.025,0.0197021950045959,,,,,,,FTS,International NGOs,Médicos del Mundo Spain,0,0.025
médicos del mundo spain,2022,Médicos del Mundo Spain,NGO,,0.117757,0.0930908379042827,,,,,,,FTS,International NGOs,Médicos del Mundo Spain,0,0.117757
naba a developmental action without borders,2018,Naba'a - Developmental Action Without Borders,NGO,,0.230144,0.17550084319863,,,,,,,FTS,National NGOs/CSOs,Naba'a - Developmental Action Without Borders,0,0.230144
nabd development and evolution organization,2024,Nabd Development and Evolution Organization,NGO,,0.036737,0.0293896,,,,,,,FTS,Local NGOs/CSOs,Nabd Development and Evolution Organization,0,0.036737
nada elazhar for disaster prevention and sustainable development,2023,Nada Elazhar for Disaster Prevention and Sustainable Development,NGO,,0.1699698,0.13597584,,,,,,,FTS,National NGOs/CSOs,Nada Elazhar for Disaster Prevention and Sustainable Development,0,0.1699698
nada elazhar for disaster prevention and sustainable development,2024,Nada Elazhar for Disaster Prevention and Sustainable Development,NGO,,0.01,0.008,,,,,,,FTS,National NGOs/CSOs,Nada Elazhar for Disaster Prevention and Sustainable Development,0,0.01
nahda makers organization,2024,Nahda Makers Organization,NGO,,0.08397,0.067176,,,,,,,FTS,Local NGOs/CSOs,Nahda Makers Organization,0,0.08397
nasaem khair organization,2024,Nasaem Khair Organization,NGO,,0.682406,0.5459248,,,,,,,FTS,Local NGOs/CSOs,Nasaem Khair Organization,0,0.682406
national foundation for development and humanitarian response,2024,National Foundation for Development and Humanitarian Response,NGO,,0.7197,0.57576,,,,,,,FTS,National NGOs/CSOs,National Foundation for Development and Humanitarian Response,0,0.7197
national ngos confidential,2023,National NGOs (Confidential),NGO,,3.75332,3.002656,,,,,,,FTS,National NGOs/CSOs,National NGOs (Confidential),0,3.75332
national ngos confidential,2024,National NGOs (Confidential),NGO,,1.740529,1.3924232,,,,,,,FTS,National NGOs/CSOs,National NGOs (Confidential),0,1.740529
national relief committee,2017,National Relief Committee,NGO,,0.591788,0.451279603182489,,,,,,,FTS,National NGOs/CSOs,National Relief Committee,0,0.591788
network activities group,2024,Network Activities Group,NGO,,0.124675,0.09974,,,,,,,FTS,National NGOs/CSOs,Network Activities Group,0,0.124675
new consultancy and relief organization,2019,New Consultancy and Relief Organization,NGO,,0.363842,0.279524190335964,,,,,,,FTS,National NGOs/CSOs,New Consultancy and Relief Organization,0,0.363842
new millennium women empowerment organization,2024,New Millennium Women Empowerment Organization,NGO,,0.199045,0.159236,,,,,,,FTS,National NGOs/CSOs,New Millennium Women Empowerment Organization,0,0.199045
new ways organization,2019,New Ways Organization,NGO,,0.010882,0.00836017347979607,,,,,,,FTS,International NGOs,New Ways Organization,0,0.010882
ngo development center,2023,NGO Development Center,NGO,,0.394527,0.3156216,,,,,,,FTS,National NGOs/CSOs,NGO Development Center,0,0.394527
ngo development center,2024,NGO Development Center,NGO,,1.228003,0.9824024,,,,,,,FTS,National NGOs/CSOs,NGO Development Center,0,1.228003
niger government of,2022,"Niger, Government of",Other,,0.026666,0.0210803628111756,,,,,,,FTS,National Governments,"Niger, Government of",0,0.026666
nile hope,2017,Nile Hope,NGO,,0.851941,0.649664400790305,,,,,,,FTS,National NGOs/CSOs,Nile Hope,0,0.851941
nile hope,2018,Nile Hope,NGO,,0.990591,0.755394690997697,,,,,,,FTS,National NGOs/CSOs,Nile Hope,0,0.990591
nile hope,2019,Nile Hope,NGO,,1.8220631,1.39981286593779,,,,,,,FTS,National NGOs/CSOs,Nile Hope,0,1.8220631
nile hope,2020,Nile Hope,NGO,,0.015,0.0117071134066772,,,,,,,FTS,National NGOs/CSOs,Nile Hope,0,0.015
nile hope,2022,Nile Hope,NGO,,1.077844,0.852071648310535,,,,,,,FTS,National NGOs/CSOs,Nile Hope,0,1.077844
nippon international cooperation for community development,2023,Nippon International Cooperation for Community Development,NGO,,0.782313,0.6258504,,,,,,,FTS,International NGOs,Nippon International Cooperation for Community Development,0,0.782313
nippon international cooperation for community development,2024,Nippon International Cooperation for Community Development,NGO,,0.45038,0.360304,,,,,,,FTS,International NGOs,Nippon International Cooperation for Community Development,0,0.45038
nomadic assistance for peace and development,2019,Nomadic Assistance for Peace and Development,NGO,,0.06299517,0.0483964849833896,,,,,,,FTS,Local NGOs/CSOs,Nomadic Assistance for Peace and Development,0,0.06299517
nomadic assistance for peace and development,2020,Nomadic Assistance for Peace and Development,NGO,,0.152,0.118632082520995,,,,,,,FTS,Local NGOs/CSOs,Nomadic Assistance for Peace and Development,0,0.152
nomadic assistance for peace and development,2024,Nomadic Assistance for Peace and Development,NGO,,0.05544,0.044352,,,,,,,FTS,Local NGOs/CSOs,Nomadic Assistance for Peace and Development,0,0.05544
nonviolent peaceforce,2023,Nonviolent Peaceforce,NGO,,7.3193,5.85544,,,,,,,FTS,International NGOs,Nonviolent Peaceforce,0,7.3193
northern frontier youth league,2019,Northern Frontier Youth League,NGO,,0.0374361,0.0287605486497881,,,,,,,FTS,National NGOs/CSOs,Northern Frontier Youth League,0,0.0374361
northern frontier youth league,2020,Northern Frontier Youth League,NGO,,0.0385333,0.0300742475355675,,,,,,,FTS,National NGOs/CSOs,Northern Frontier Youth League,0,0.0385333
northern frontier youth league,2024,Northern Frontier Youth League,NGO,,0.03,0.024,,,,,,,FTS,National NGOs/CSOs,Northern Frontier Youth League,0,0.03
norwegian afghanistan committee,2022,Norwegian Afghanistan Committee,NGO,,1.179617,0.932526600848665,,,,,,,FTS,International NGOs,Norwegian Afghanistan Committee,0,1.179617
norwegian afghanistan committee,2023,Norwegian Afghanistan Committee,NGO,,0.692235,0.553788,,,,,,,FTS,International NGOs,Norwegian Afghanistan Committee,0,0.692235
norwegian afghanistan committee,2024,Norwegian Afghanistan Committee,NGO,,0.44662,0.357296,,,,,,,FTS,International NGOs,Norwegian Afghanistan Committee,0,0.44662
norwegian people s aid,2019,Norwegian People's Aid,NGO,,2.423708,1.86203081642801,,,,,,,FTS,International NGOs,Norwegian People's Aid,0,2.423708
norwegian people s aid,2020,Norwegian People's Aid,NGO,,0.290918666666667,0.227054521519065,,,,,,,FTS,International NGOs,Norwegian People's Aid,0,0.290918666666667
norwegian people s aid,2021,Norwegian People's Aid,NGO,,0.443381666666667,0.349423682325176,,,,,,,FTS,International NGOs,Norwegian People's Aid,0,0.443381666666667
norwegian people s aid,2022,Norwegian People's Aid,NGO,,0.0744056666666667,0.0588201623243354,,,,,,,FTS,International NGOs,Norwegian People's Aid,0,0.0744056666666667
norwegian people s aid,2023,Norwegian People's Aid,NGO,,1.772368,1.4178944,,,,,,,FTS,International NGOs,Norwegian People's Aid,0,1.772368
norwegian people s aid,2024,Norwegian People's Aid,NGO,,7.64304026,6.114432208,,,,,,,FTS,International NGOs,Norwegian People's Aid,0,7.64304026
norwegian research council,2024,Norwegian Research Council,Other,,0.696290666666667,0.557032533333334,,,,,,,FTS,International Government Entities,Norwegian Research Council,0,0.696290666666667
nrc,2016,NRC,NGO,International,48.26,38,,,Estimate,Survey,,,Survey,,,0,48.26
nrc,2017,NRC,NGO,International,81.3040424190475,62,,,Estimate,Survey,,,Survey,,,0,81.3040424190475
nrc,2018,NRC,NGO,International,116.186099327865,88.6,76.693851,11.906149,Estimate,Survey,,,Survey,,,0,116.186099327865
nrc,2019,NRC,NGO,International,89.8136864999978,69,67.62,1.38,Estimate,Survey,,,Survey,,,0,89.8136864999978
nrc,2020,NRC,NGO,International,96.8641850990546,75.6,72.6,3,Estimate,Survey,,,Survey,,,0.31954227,96.5446428290546
nrc,2021,NRC,NGO,International,119.276050178766,94,92,2,Estimate,Survey,Preliminary data,,Survey,,,0,119.276050178766
nrc,2022,NRC,NGO,International,134.986505589622,106.711337,102.649763,4.061573,Estimate,Survey,"Survey includes a total programming cost for projects including other modalities, so haven't included it - estimate percentage likely to be more accurate viz CVA only costs","25% of CVA delivered in 2022 through the Ukraine regional response, mainly MPC within Ukraine",Survey,,,0.288295521746019,134.698210067876
nrc,2023,NRC,NGO,International,141.06,117.55,107,10.55,Estimate,Survey,,,Survey,,,0,141.06
nrc,2024,NRC,NGO,,54.18790009,43.350320072,,,,,,,FTS,International NGOs,Norwegian Refugee Council,0,54.18790009
nusaned,2024,Nusaned,NGO,,0.3954,0.31632,,,,,,,FTS,National NGOs/CSOs,Nusaned,0,0.3954
ocean training and promotion,2019,Ocean Training and Promotion,NGO,,0.3,0.230477122214558,,,,,,,FTS,National NGOs/CSOs,Ocean Training and Promotion,0,0.3
office for the coordination of humanitarian affairs,2017,Office for the Coordination of Humanitarian Affairs,UN,,57.115179,43.5543054519808,,,,,,,FTS,UN Agencies,Office for the Coordination of Humanitarian Affairs,0,57.115179
office for the coordination of humanitarian affairs,2018,Office for the Coordination of Humanitarian Affairs,UN,,0.755941,0.57645770868854,,,,,,,FTS,UN Agencies,Office for the Coordination of Humanitarian Affairs,0,0.755941
office for the coordination of humanitarian affairs,2019,Office for the Coordination of Humanitarian Affairs,UN,,0.7,0.537779951833969,,,,,,,FTS,UN Agencies,Office for the Coordination of Humanitarian Affairs,0,0.7
office for the coordination of humanitarian affairs,2020,Office for the Coordination of Humanitarian Affairs,UN,,0.882461,0.688738066931316,,,,,,,FTS,UN Agencies,Office for the Coordination of Humanitarian Affairs,0,0.882461
office for the coordination of humanitarian affairs,2021,Office for the Coordination of Humanitarian Affairs,UN,,1.907875,1.50357301177573,,,,,,,FTS,UN Agencies,Office for the Coordination of Humanitarian Affairs,0,1.907875
office for the coordination of humanitarian affairs,2022,Office for the Coordination of Humanitarian Affairs,UN,,3.918677,3.09784492986609,,,,,,,FTS,UN Agencies,Office for the Coordination of Humanitarian Affairs,0,3.918677
office for the coordination of humanitarian affairs,2024,Office for the Coordination of Humanitarian Affairs,UN,,9.109523,7.2876184,,,,,,,FTS,UN Agencies,Office for the Coordination of Humanitarian Affairs,0,9.109523
ong rescate international,2019,ONG Rescate International,NGO,,0.063068,0.0484524371460925,,,,,,,FTS,International NGOs,ONG Rescate International,0,0.063068
ong rescate international,2020,ONG Rescate International,NGO,,0.066777,0.0521177274638454,,,,,,,FTS,International NGOs,ONG Rescate International,0,0.066777
ong rescate international,2023,ONG Rescate International,NGO,,0.0723382,0.05787056,,,,,,,FTS,International NGOs,ONG Rescate International,0,0.0723382
ong rescate international,2024,ONG Rescate International,NGO,,2.014755,1.611804,,,,,,,FTS,International NGOs,ONG Rescate International,0,2.014755
ong tabitha,2021,ONG Tabitha,NGO,,0.215467,0.16980691404221,,,,,,,FTS,Local NGOs/CSOs,ONG Tabitha,0,0.215467
orchard association for children protection and education,2017,Orchard Association for Children Protection and Education,NGO,,0.2857,0.217866165973688,,,,,,,FTS,International NGOs,Orchard Association for Children Protection and Education,0,0.2857
organisation catholique pour le développement et la solidarité caritas burkina,2023,Organisation Catholique pour le Développement et la Solidarité Caritas Burkina,NGO,,0.12599874,0.100798992,,,,,,,FTS,Internationally Affiliated Organizations,Organisation Catholique pour le Développement et la Solidarité Caritas Burkina,0,0.12599874
organisation la main du bâtisseur,2024,Organisation La Main Du Bâtisseur,NGO,,0.009327,0.0074616,,,,,,,FTS,National NGOs/CSOs,Organisation La Main Du Bâtisseur,0,0.009327
organization for coordination of humanitarian relief,2022,Organization for Coordination of Humanitarian Relief,NGO,,0.441183,0.348769883226689,,,,,,,FTS,National NGOs/CSOs,Organization for Coordination of Humanitarian Relief,0,0.441183
organization for coordination of humanitarian relief,2023,Organization for Coordination of Humanitarian Relief,NGO,,0.606103,0.4848824,,,,,,,FTS,National NGOs/CSOs,Organization for Coordination of Humanitarian Relief,0,0.606103
organization for coordination of humanitarian relief,2024,Organization for Coordination of Humanitarian Relief,NGO,,0.3752,0.30016,,,,,,,FTS,National NGOs/CSOs,Organization for Coordination of Humanitarian Relief,0,0.3752
organization for human welfare,2021,Organization for Human Welfare,NGO,,0.259999,0.204902039959997,,,,,,,FTS,National NGOs/CSOs,Organization for Human Welfare,0,0.259999
organization for human welfare,2024,Organization for Human Welfare,NGO,,0.50142,0.401136,,,,,,,FTS,National NGOs/CSOs,Organization for Human Welfare,0,0.50142
organization for peoples empowerment and needs,2023,Organization for Peoples' Empowerment and Needs,NGO,,0.1726,0.13808,,,,,,,FTS,National NGOs/CSOs,Organization for Peoples' Empowerment and Needs,0,0.1726
organization for relief and development,2021,Organization for Relief and Development,NGO,,0.450662,0.355161224206447,,,,,,,FTS,Local NGOs/CSOs,Organization for Relief and Development,0,0.450662
organization for relief and development,2022,Organization for Relief and Development,NGO,,0.45891,0.362783668254578,,,,,,,FTS,Local NGOs/CSOs,Organization for Relief and Development,0,0.45891
organization for social service health and development,2024,Organization for Social Service Health and Development,NGO,,0.038653,0.0309224,,,,,,,FTS,National NGOs/CSOs,Organization for Social Service Health and Development,0,0.038653
organization of human resources development,2024,Organization of Human Resources Development,NGO,,0.789013,0.6312104,,,,,,,FTS,Local NGOs/CSOs,Organization of Human Resources Development,0,0.789013
ows development fund,2024,OWS Development Fund,NGO,,0.041349,0.0330792,,,,,,,FTS,National NGOs/CSOs,OWS Development Fund,0,0.041349
oxfam,2017,Oxfam,NGO,International,48.4591801984664,36.9535029613859,,,Survey,Estimate,,,Survey,,,0,48.4591801984664
oxfam,2018,Oxfam,NGO,,3.514851,2.68031890563103,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam,0,3.514851
oxfam,2018,Oxfam,NGO,,0.567279,0.432589782174967,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam GB,0,0.567279
oxfam,2018,Oxfam,NGO,,4.1564358,3.16957204011824,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam Intermón Spain,0,4.1564358
oxfam,2018,Oxfam,NGO,,1.854741,1.41436930536999,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam Novib Netherlands,0,1.854741
oxfam,2019,Oxfam,NGO,International,35.988909,27.6487339265387,,,Survey,Estimate,,,Survey,,,0.11481566,35.87409334
oxfam,2020,Oxfam,NGO,International,48.6533710911611,37.9727021987581,,,Survey,Estimate,,,Survey,,,0.05614387,48.5972272211611
oxfam,2021,Oxfam,NGO,,9.17534325,7.2309760778241,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam,0,9.17534325
oxfam,2021,Oxfam,NGO,,1.98684726,1.56581008643468,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam GB,0,1.98684726
oxfam,2021,Oxfam,NGO,,0.215465,0.16980533786661,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam Novib Netherlands,0,0.215465
oxfam,2022,Oxfam,NGO,,0.015195,0.0120121545382064,,,,,,,FTS,International NGOs,Oxfam GB/Care International,0,0.015195
oxfam,2022,Oxfam,NGO,,6.59755858,5.21559020979466,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam,0,6.59755858
oxfam,2022,Oxfam,NGO,,1.69061858,1.33649040132433,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam GB,0,1.69061858
oxfam,2022,Oxfam,NGO,,2.59162515,2.04876616037528,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam Novib Netherlands,0,2.59162515
oxfam,2022,Oxfam,NGO,,0.118545,0.0937137781988603,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam Québec,0,0.118545
oxfam,2023,Oxfam,NGO,International,45.6812162103715,36.5449729682972,33.2559254011505,3.28904756714675,Survey,Estimate,,,Survey,,,0,45.6812162103715
oxfam,2024,Oxfam,NGO,,2.12912377,1.703299016,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam,0,2.12912377
oxfam,2024,Oxfam,NGO,,8.33432119,6.667456952,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam GB,0,8.33432119
oxfam,2024,Oxfam,NGO,,0.3294,0.26352,,,,,,,FTS,Internationally Affiliated Organizations,Oxfam Novib Netherlands,0,0.3294
palestinian al nakheel association for progress and development,2024,Palestinian Al Nakheel Association for Progress and Development,NGO,,0.466775,0.37342,,,,,,,FTS,Local NGOs/CSOs,Palestinian Al Nakheel Association for Progress and Development,0,0.466775
palestinian environmental friends,2024,Palestinian Environmental Friends,NGO,,0.078,0.0624,,,,,,,FTS,National NGOs/CSOs,Palestinian Environmental Friends,0,0.078
palestinian housing council,2019,Palestinian Housing Council,NGO,,0.564678,0.433817868059574,,,,,,,FTS,Local NGOs/CSOs,Palestinian Housing Council,0,0.564678
palestinian housing council,2020,Palestinian Housing Council,NGO,,0.564678,0.440716625617043,,,,,,,FTS,Local NGOs/CSOs,Palestinian Housing Council,0,0.564678
palestinian housing council,2024,Palestinian Housing Council,NGO,,0.036,0.0288,,,,,,,FTS,Local NGOs/CSOs,Palestinian Housing Council,0,0.036
pan american development foundation,2022,Pan American Development Foundation,NGO,,1.8911519,1.49501868233121,,,,,,,FTS,International NGOs,Pan American Development Foundation,0,1.8911519
pan american development foundation,2023,Pan American Development Foundation,NGO,,1.105,0.884,,,,,,,FTS,International NGOs,Pan American Development Foundation,0,1.105
parcic,2024,PARCIC,NGO,,0.344773,0.2758184,,,,,,,FTS,International NGOs,PARCIC,0,0.344773
pasifika medical association group,2023,Pasifika Medical Association Group,Other,,0.22254,0.178032,,,,,,,FTS,International Private Organizations,Pasifika Medical Association Group,0,0.22254
path,2024,PATH,NGO,,0.148859,0.1190872,,,,,,,FTS,Internationally Affiliated Organizations,PATH,0,0.148859
peace and development action,2023,Peace and Development Action,NGO,,0.399894,0.3199152,,,,,,,FTS,National NGOs/CSOs,Peace and Development Action,0,0.399894
peace and development action,2024,Peace and Development Action,NGO,,0.04015,0.03212,,,,,,,FTS,National NGOs/CSOs,Peace and Development Action,0,0.04015
peace winds,2017,Peace Winds,NGO,,1.112153,0.848094190010975,,,,,,,FTS,International NGOs,Peace Winds,0,1.112153
peace winds,2024,Peace Winds,NGO,,0.570216,0.4561728,,,,,,,FTS,International NGOs,Peace Winds,0,0.570216
people for people,2019,People for People,NGO,,0.142361,0.109369845318622,,,,,,,FTS,Local/National Private Organizations,People for People,0,0.142361
people in need,2016,People In Need,NGO,International,8.63382,6.29735394346096,,,Survey,Estimate,"Unknown whether value is PC or TV, so assumed it's PC to avoid overestimation.",,Survey,,,0,8.63382
people in need,2017,People In Need,NGO,,2.823018,2.15274801587228,,,,,,,FTS,International NGOs,People in Need,0,2.823018
people in need,2019,People In Need,NGO,,4.79685258,3.68521592775293,,,,,,,FTS,International NGOs,People in Need,0,4.79685258
people in need,2020,People In Need,NGO,,4.116027,3.21245299159635,,,,,,,FTS,International NGOs,People in Need,0,4.116027
people in need,2021,People In Need,NGO,,1.453,1.14509157366711,,,,,,,FTS,International NGOs,People in Need,0,1.453
people in need,2022,People In Need,NGO,International,73.304888,58.154903,34.572117,23.582785,Survey,Survey,,,Survey,,,9.88869258180228,63.4161954181977
people in need,2023,People In Need,NGO,International,90.3556707433268,71.2454463811132,48.6884576082538,22.5569887728593,Survey,Survey,,,Survey,,,0,90.3556707433268
people in need,2024,People In Need,NGO,,9.74572964,7.796583712,,,,,,,FTS,International NGOs,People in Need,0,9.74572964
philantrophy serbia,2017,Philantrophy Serbia,NGO,National,1.5687201172756,1.40389828597203,1.40389828597203,0,Survey,Survey,,,Survey,,,0,1.5687201172756
philantrophy serbia,2018,Philantrophy Serbia,NGO,National,0.602298207155719,0.502155327644249,0.502155327644249,0,Survey,Survey,,,Survey,,,0,0.602298207155719
philantrophy serbia,2020,Philantrophy Serbia,NGO,National,0.0407891709453103,0.0318348966680726,,0.0318348966680726,Estimate,Survey,,,Survey,,,0,0.0407891709453103
philantrophy serbia,2023,Philantrophy Serbia,NGO,National,0.199504346697807,0.166253622248173,0.112140478353012,0.0541131438951603,Estimate,Survey,,,Survey,,,0,0.199504346697807
